file,type,count,samples
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased27\TrackBased27.unique.ovl,tks,41,"medslopetightcurveleftdown; medcurvewide; WaterfallEnd"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased28\TrackBased28.common.ovl,tks,1,"Stationmiddle"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased28\TrackBased28.unique.ovl,tks,1,"Stationmiddle"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased29\TrackBased29.common.ovl,tks,11,"AquArchStraight; PathSlopeto1m; PathStraight"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased29\TrackBased29.unique.ovl,tks,11,"AquArchStraight; PathSlopeto1m; PathStraight"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased30\TrackBased30.common.ovl,tks,6,"SlideMiddle; SlideBottom; SlideMiddle_flip"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased30\TrackBased30.unique.ovl,tks,6,"SlideMiddle; SlideBottom; SlideMiddle_flip"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased31\TrackBased31.common.ovl,tks,1,"SinkingShip"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased31\TrackBased31.unique.ovl,tks,1,"SinkingShip"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased32\TrackBased32.common.ovl,tks,3,"HersheyTowerTop; HersheyTowerBase; HersheyTowerMiddle"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased32\TrackBased32.unique.ovl,tks,3,"HersheyTowerTop; HersheyTowerBase; HersheyTowerMiddle"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased33\TrackBased33.common.ovl,tks,15,"Medslope2straight; Loosecurveright; 45medslope2straight"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased33\TrackBased33.unique.ovl,tks,15,"Medslope2straight; Loosecurveright; 45medslope2straight"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased34\TrackBased34.common.ovl,tks,1,"InsectHouse"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased34\TrackBased34.unique.ovl,tks,1,"InsectHouse"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased35\TrackBased35.common.ovl,tks,1,"Stationmiddle"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased35\TrackBased35.unique.ovl,tks,1,"Stationmiddle"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased36\TrackBased36.common.ovl,tks,15,"Medslope2straight; Loosecurveright; 45medslope2straight"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased36\TrackBased36.unique.ovl,tks,15,"Medslope2straight; Loosecurveright; 45medslope2straight"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased37\TrackBased37.common.ovl,tks,7,"Loosecurveright; Straight; Tightcurve"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased37\TrackBased37.unique.ovl,tks,7,"Loosecurveright; Straight; Tightcurve"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased38\TrackBased38.common.ovl,tks,1,"Stationmiddle"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased38\TrackBased38.unique.ovl,tks,1,"Stationmiddle"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased39\TrackBased39.common.ovl,tks,1,"ReptileHouse"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased39\TrackBased39.unique.ovl,tks,1,"ReptileHouse"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased40\TrackBased40.common.ovl,tks,1,"NocternalHouse"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased40\TrackBased40.unique.ovl,tks,1,"NocternalHouse"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased41\TrackBased41.common.ovl,tks,17,"Tightcurvecapped; Medslope2straightcapped; Medslope2straight"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\TrackBased41\TrackBased41.unique.ovl,tks,17,"Tightcurvecapped; Medslope2straightcapped; Medslope2straight"
