file,shs_entries,sample_symbols,crash
Path\Marble\MarbleStraightB.common.ovl,3,MarbleStraightBHI|MarbleStraightBLOW|MarbleStraightBMED,
Path\Marble\MarbleStraightB.unique.ovl,3,MarbleStraightBHI|MarbleStraightBLOW|MarbleStraightBMED,
Path\Marble\MarbleTurnLA.common.ovl,3,MarbleTurnLAHI|MarbleTurnLALOW|MarbleTurnLAMED,
Path\Marble\MarbleTurnLA.unique.ovl,3,MarbleTurnLAHI|MarbleTurnLALOW|MarbleTurnLAMED,
Path\Marble\MarbleTurnLB.common.ovl,3,MarbleTurnLBHI|MarbleTurnLBLOW|MarbleTurnLBMED,
Path\Marble\MarbleTurnLB.unique.ovl,3,MarbleTurnLBHI|MarbleTurnLBLOW|MarbleTurnLBMED,
Path\Marble\MarbleTurnTA.common.ovl,3,MarbleTurnTAHI|MarbleTurnTALOW|MarbleTurnTAMED,
Path\Marble\MarbleTurnTA.unique.ovl,3,MarbleTurnTAHI|MarbleTurnTALOW|MarbleTurnTAMED,
Path\Marble\MarbleTurnTB.common.ovl,3,MarbleTurnTBHI|MarbleTurnTBLOW|MarbleTurnTBMED,
Path\Marble\MarbleTurnTB.unique.ovl,3,MarbleTurnTBHI|MarbleTurnTBLOW|MarbleTurnTBMED,
Path\Marble\MarbleTurnTC.common.ovl,3,MarbleTurnTCHI|MarbleTurnTCLOW|MarbleTurnTCMED,
Path\Marble\MarbleTurnTC.unique.ovl,3,MarbleTurnTCHI|MarbleTurnTCLOW|MarbleTurnTCMED,
Path\Marble\MarbleTurnU.common.ovl,3,MarbleTurnUHI|MarbleTurnULOW|MarbleTurnUMED,
Path\Marble\MarbleTurnU.unique.ovl,3,MarbleTurnUHI|MarbleTurnULOW|MarbleTurnUMED,
Path\Marble\MarbleTurnX.common.ovl,3,MarbleTurnXHI|MarbleTurnXLOW|MarbleTurnXMED,
Path\Marble\MarbleTurnX.unique.ovl,3,MarbleTurnXHI|MarbleTurnXLOW|MarbleTurnXMED,
Path\Ornate\OrnateCornerA.common.ovl,3,OrnateCornerAHI|OrnateCornerALOW|OrnateCornerAMED,
Path\Ornate\OrnateCornerA.unique.ovl,3,OrnateCornerAHI|OrnateCornerALOW|OrnateCornerAMED,
Path\Ornate\OrnateCornerB.common.ovl,3,OrnateCornerBHI|OrnateCornerBLOW|OrnateCornerBMED,
Path\Ornate\OrnateCornerB.unique.ovl,3,OrnateCornerBHI|OrnateCornerBLOW|OrnateCornerBMED,
Path\Ornate\OrnateCornerC.common.ovl,3,OrnateCornerCHI|OrnateCornerCLOW|OrnateCornerCMED,
Path\Ornate\OrnateCornerC.unique.ovl,3,OrnateCornerCHI|OrnateCornerCLOW|OrnateCornerCMED,
Path\Ornate\OrnateCornerD.common.ovl,3,OrnateCornerDHI|OrnateCornerDLOW|OrnateCornerDMED,
Path\Ornate\OrnateCornerD.unique.ovl,3,OrnateCornerDHI|OrnateCornerDLOW|OrnateCornerDMED,
Path\Ornate\OrnateFlat.common.ovl,3,OrnateFlatHI|OrnateFlatLOW|OrnateFlatMED,
Path\Ornate\OrnateFlat.unique.ovl,3,OrnateFlatHI|OrnateFlatLOW|OrnateFlatMED,
Path\Ornate\OrnateSlope.common.ovl,3,OrnateSlopeHI|OrnateSlopeLOW|OrnateSlopeMED,
Path\Ornate\OrnateSlope.unique.ovl,3,OrnateSlopeHI|OrnateSlopeLOW|OrnateSlopeMED,
Path\Ornate\OrnateSlopeMid.common.ovl,3,OrnateSlopeMid|OrnateSlopeMidLow|OrnateSlopeMidMed,
Path\Ornate\OrnateSlopeMid.unique.ovl,3,OrnateSlopeMid|OrnateSlopeMidLow|OrnateSlopeMidMed,
Path\Ornate\OrnateSlopeStraight.common.ovl,3,OrnateSlopeStraight|OrnateSlopeStraightLow|OrnateSlopeStraightMed,
Path\Ornate\OrnateSlopeStraight.unique.ovl,3,OrnateSlopeStraight|OrnateSlopeStraightLow|OrnateSlopeStraightMed,
Path\Ornate\OrnateSlopeStraightleft.common.ovl,3,OrnateSlopeStraightleft|OrnateSlopeStraightleftLow|OrnateSlopeStraightleftMed,
Path\Ornate\OrnateSlopeStraightleft.unique.ovl,3,OrnateSlopeStraightleft|OrnateSlopeStraightleftLow|OrnateSlopeStraightleftMed,
Path\Ornate\OrnateSlopeStraightRight.common.ovl,3,OrnateSlopeStraightRight|OrnateSlopeStraightRightLow|OrnateSlopeStraightRightMed,
Path\Ornate\OrnateSlopeStraightRight.unique.ovl,3,OrnateSlopeStraightRight|OrnateSlopeStraightRightLow|OrnateSlopeStraightRightMed,
Path\Ornate\OrnateStraightA.common.ovl,3,OrnateStraightAHI|OrnateStraightALOW|OrnateStraightAMED,
Path\Ornate\OrnateStraightA.unique.ovl,3,OrnateStraightAHI|OrnateStraightALOW|OrnateStraightAMED,
Path\Ornate\OrnateStraightB.common.ovl,3,OrnateStraightBHI|OrnateStraightBLOW|OrnateStraightBMED,
Path\Ornate\OrnateStraightB.unique.ovl,3,OrnateStraightBHI|OrnateStraightBLOW|OrnateStraightBMED,
Path\Ornate\OrnateTurnLA.common.ovl,3,OrnateTurnLAHI|OrnateTurnLALOW|OrnateTurnLAMED,
Path\Ornate\OrnateTurnLA.unique.ovl,3,OrnateTurnLAHI|OrnateTurnLALOW|OrnateTurnLAMED,
Path\Ornate\OrnateTurnLB.common.ovl,3,OrnateTurnLBHI|OrnateTurnLBLOW|OrnateTurnLBMED,
Path\Ornate\OrnateTurnLB.unique.ovl,3,OrnateTurnLBHI|OrnateTurnLBLOW|OrnateTurnLBMED,
Path\Ornate\OrnateTurnTA.common.ovl,3,OrnateTurnTAHI|OrnateTurnTALOW|OrnateTurnTAMED,
Path\Ornate\OrnateTurnTA.unique.ovl,3,OrnateTurnTAHI|OrnateTurnTALOW|OrnateTurnTAMED,
Path\Ornate\OrnateTurnTB.common.ovl,3,OrnateTurnTBHI|OrnateTurnTBLOW|OrnateTurnTBMED,
Path\Ornate\OrnateTurnTB.unique.ovl,3,OrnateTurnTBHI|OrnateTurnTBLOW|OrnateTurnTBMED,
Path\Ornate\OrnateTurnTC.common.ovl,3,OrnateTurnTCHI|OrnateTurnTCLOW|OrnateTurnTCMED,
Path\Ornate\OrnateTurnTC.unique.ovl,3,OrnateTurnTCHI|OrnateTurnTCLOW|OrnateTurnTCMED,
Path\Ornate\OrnateTurnU.common.ovl,3,OrnateTurnUHI|OrnateTurnULOW|OrnateTurnUMED,
Path\Ornate\OrnateTurnU.unique.ovl,3,OrnateTurnUHI|OrnateTurnULOW|OrnateTurnUMED,
Path\Ornate\OrnateTurnX.common.ovl,3,OrnateTurnXHI|OrnateTurnXLOW|OrnateTurnXMED,
Path\Ornate\OrnateTurnX.unique.ovl,3,OrnateTurnXHI|OrnateTurnXLOW|OrnateTurnXMED,
Path\Sand\Sand_Corner_A.common.ovl,3,Sand_Corner_A_Low|Sand_Corner_A_Med|Sand_Corner_A,
Path\Sand\Sand_Corner_A.unique.ovl,3,Sand_Corner_A_Low|Sand_Corner_A_Med|Sand_Corner_A,
Path\Sand\Sand_Corner_B.common.ovl,3,Sand_Corner_B_Low|Sand_Corner_B|Sand_Corner_B_Med,
Path\Sand\Sand_Corner_B.unique.ovl,3,Sand_Corner_B_Low|Sand_Corner_B|Sand_Corner_B_Med,
Path\Sand\Sand_Corner_C.common.ovl,3,Sand_Corner_C_Low|Sand_Corner_C_Med|Sand_Corner_C,
Path\Sand\Sand_Corner_C.unique.ovl,3,Sand_Corner_C_Low|Sand_Corner_C_Med|Sand_Corner_C,
Path\Sand\Sand_Corner_D.common.ovl,3,Sand_Corner_D_Low|Sand_Corner_D_Med|Sand_Corner_D,
Path\Sand\Sand_Corner_D.unique.ovl,3,Sand_Corner_D_Low|Sand_Corner_D_Med|Sand_Corner_D,
Path\Sand\Sand_Flat.common.ovl,3,Sand_Flat_Low|Sand_Flat|Sand_Flat_Med,
Path\Sand\Sand_Flat.unique.ovl,3,Sand_Flat_Low|Sand_Flat|Sand_Flat_Med,
Path\Sand\Sand_Slope.common.ovl,3,Sand_Slope_Low|Sand_Slope_Med|Sand_Slope,
Path\Sand\Sand_Slope.unique.ovl,3,Sand_Slope_Low|Sand_Slope_Med|Sand_Slope,
Path\Sand\Sand_Slope_Mid.common.ovl,3,Sand_Slope_Mid_Low|Sand_Slope_Mid|Sand_Slope_Mid_Med,
Path\Sand\Sand_Slope_Mid.unique.ovl,3,Sand_Slope_Mid_Low|Sand_Slope_Mid|Sand_Slope_Mid_Med,
Path\Sand\Sand_Slope_Straight.common.ovl,3,Sand_Slope_Straight_Low|Sand_Slope_Straight|Sand_Slope_Straight_Med,
Path\Sand\Sand_Slope_Straight.unique.ovl,3,Sand_Slope_Straight_Low|Sand_Slope_Straight|Sand_Slope_Straight_Med,
Path\Sand\Sand_Slope_Straight_left.common.ovl,3,Sand_Slope_Straight_left_Med|Sand_Slope_Straight_left|Sand_Slope_Straight_left_Low,
Path\Sand\Sand_Slope_Straight_left.unique.ovl,3,Sand_Slope_Straight_left_Med|Sand_Slope_Straight_left|Sand_Slope_Straight_left_Low,
Path\Sand\Sand_Slope_Straight_Right.common.ovl,3,Sand_Slope_Straight_Right|Sand_Slope_Straight_Right_Low|Sand_Slope_Straight_Right_Med,
Path\Sand\Sand_Slope_Straight_Right.unique.ovl,3,Sand_Slope_Straight_Right|Sand_Slope_Straight_Right_Low|Sand_Slope_Straight_Right_Med,
Path\Sand\Sand_Straight_A.common.ovl,3,Sand_Straight_A_Med|Sand_Straight_A|Sand_Straight_A_Low,
Path\Sand\Sand_Straight_A.unique.ovl,3,Sand_Straight_A_Med|Sand_Straight_A|Sand_Straight_A_Low,
Path\Sand\Sand_Straight_B.common.ovl,3,Sand_Straight_B_Low|Sand_Straight_B|Sand_Straight_B_Med,
Path\Sand\Sand_Straight_B.unique.ovl,3,Sand_Straight_B_Low|Sand_Straight_B|Sand_Straight_B_Med,
Path\Sand\Sand_Turn_L_A.common.ovl,3,Sand_Turn_L_A_Low|Sand_Turn_L_A_Med|Sand_Turn_L_A,
Path\Sand\Sand_Turn_L_A.unique.ovl,3,Sand_Turn_L_A_Low|Sand_Turn_L_A_Med|Sand_Turn_L_A,
Path\Sand\Sand_Turn_L_B.common.ovl,3,Sand_Turn_L_B_Med|Sand_Turn_L_B|Sand_Turn_L_B_Low,
Path\Sand\Sand_Turn_L_B.unique.ovl,3,Sand_Turn_L_B_Med|Sand_Turn_L_B|Sand_Turn_L_B_Low,
Path\Sand\Sand_Turn_T_A.common.ovl,3,Sand_Turn_T_A|Sand_Turn_T_A_Low|Sand_Turn_T_A_Med,
Path\Sand\Sand_Turn_T_A.unique.ovl,3,Sand_Turn_T_A|Sand_Turn_T_A_Low|Sand_Turn_T_A_Med,
Path\Sand\Sand_Turn_T_B.common.ovl,3,Sand_Turn_T_B_Low|Sand_Turn_T_B|Sand_Turn_T_B_Med,
Path\Sand\Sand_Turn_T_B.unique.ovl,3,Sand_Turn_T_B_Low|Sand_Turn_T_B|Sand_Turn_T_B_Med,
Path\Sand\Sand_Turn_T_C.common.ovl,3,Sand_Turn_T_C|Sand_Turn_T_C_Low|Sand_Turn_T_C_Med,
Path\Sand\Sand_Turn_T_C.unique.ovl,3,Sand_Turn_T_C|Sand_Turn_T_C_Low|Sand_Turn_T_C_Med,
Path\Sand\Sand_Turn_U.common.ovl,3,Sand_Turn_U|Sand_Turn_U_Low|Sand_Turn_U_Med,
Path\Sand\Sand_Turn_U.unique.ovl,3,Sand_Turn_U|Sand_Turn_U_Low|Sand_Turn_U_Med,
Path\Sand\Sand_Turn_X.common.ovl,3,Sand_Turn_X_Med|Sand_Turn_X|Sand_Turn_X_Low,
Path\Sand\Sand_Turn_X.unique.ovl,3,Sand_Turn_X_Med|Sand_Turn_X|Sand_Turn_X_Low,
Path\Steel\SteelSlopeMid.common.ovl,3,SteelSlopeMid|SteelSlopeMidLow|SteelSlopeMidMed,
Path\Steel\SteelSlopeMid.unique.ovl,3,SteelSlopeMid|SteelSlopeMidLow|SteelSlopeMidMed,
Path\Steel\SteelSlopeStraight.common.ovl,3,SteelSlopeStraight|SteelSlopeStraightLow|SteelSlopeStraightMed,
Path\Steel\SteelSlopeStraight.unique.ovl,3,SteelSlopeStraight|SteelSlopeStraightLow|SteelSlopeStraightMed,
Path\Steel\SteelSlopeStraightleft.common.ovl,3,SteelSlopeStraightleft|SteelSlopeStraightleftLow|SteelSlopeStraightleftMed,
Path\Steel\SteelSlopeStraightleft.unique.ovl,3,SteelSlopeStraightleft|SteelSlopeStraightleftLow|SteelSlopeStraightleftMed,
Path\Steel\SteelSlopeStraightRight.common.ovl,3,SteelSlopeStraightRight|SteelSlopeStraightRightLow|SteelSlopeStraightRightMed,
Path\Steel\SteelSlopeStraightRight.unique.ovl,3,SteelSlopeStraightRight|SteelSlopeStraightRightLow|SteelSlopeStraightRightMed,
Path\Steel\Steel_Corner_A.common.ovl,3,SteelCornerAHi|SteelCornerALow|SteelCornerAMed,
Path\Steel\Steel_Corner_A.unique.ovl,3,SteelCornerAHi|SteelCornerALow|SteelCornerAMed,
Path\Steel\Steel_Corner_B.common.ovl,3,SteelCornerBHi|SteelCornerBLow|SteelCornerBMed,
Path\Steel\Steel_Corner_B.unique.ovl,3,SteelCornerBHi|SteelCornerBLow|SteelCornerBMed,
Path\Steel\Steel_Corner_C.common.ovl,3,SteelCornerCHi|SteelCornerCLow|SteelCornerCMed,
Path\Steel\Steel_Corner_C.unique.ovl,3,SteelCornerCHi|SteelCornerCLow|SteelCornerCMed,
Path\Steel\Steel_Corner_D.common.ovl,3,SteelCornerDHi|SteelCornerDLow|SteelCornerDMed,
Path\Steel\Steel_Corner_D.unique.ovl,3,SteelCornerDHi|SteelCornerDLow|SteelCornerDMed,
Path\Steel\Steel_Flat.common.ovl,3,SteelFlatHi|SteelFlatLow|SteelFlatMed,
Path\Steel\Steel_Flat.unique.ovl,3,SteelFlatHi|SteelFlatLow|SteelFlatMed,
Path\Steel\Steel_Slope.common.ovl,3,SteelSlopeHi|SteelSlopeLow|SteelSlopeMed,
Path\Steel\Steel_Slope.unique.ovl,3,SteelSlopeHi|SteelSlopeLow|SteelSlopeMed,
Path\Steel\Steel_Straight_A.common.ovl,3,SteelStraightAHi|SteelStraightALow|SteelStraightAMed,
Path\Steel\Steel_Straight_A.unique.ovl,3,SteelStraightAHi|SteelStraightALow|SteelStraightAMed,
Path\Steel\Steel_Straight_B.common.ovl,3,SteelStraightBHi|SteelStraightBLow|SteelStraightBMed,
Path\Steel\Steel_Straight_B.unique.ovl,3,SteelStraightBHi|SteelStraightBLow|SteelStraightBMed,
Path\Steel\Steel_Turn_L_A.common.ovl,3,SteelTurnLAHi|SteelTurnLALow|SteelTurnLAMed,
Path\Steel\Steel_Turn_L_A.unique.ovl,3,SteelTurnLAHi|SteelTurnLALow|SteelTurnLAMed,
Path\Steel\Steel_Turn_L_B.common.ovl,3,SteelTurnLBHi|SteelTurnLBLow|SteelTurnLBMed,
Path\Steel\Steel_Turn_L_B.unique.ovl,3,SteelTurnLBHi|SteelTurnLBLow|SteelTurnLBMed,
Path\Steel\Steel_Turn_T_A.common.ovl,3,SteelTurnTAHi|SteelTurnTALow|SteelTurnTAMed,
Path\Steel\Steel_Turn_T_A.unique.ovl,3,SteelTurnTAHi|SteelTurnTALow|SteelTurnTAMed,
Path\Steel\Steel_Turn_T_B.common.ovl,3,SteelTurnTBHi|SteelTurnTBLow|SteelTurnTBMed,
Path\Steel\Steel_Turn_T_B.unique.ovl,3,SteelTurnTBHi|SteelTurnTBLow|SteelTurnTBMed,
Path\Steel\Steel_Turn_T_C.common.ovl,3,SteelTurnTCHi|SteelTurnTCLow|SteelTurnTCMed,
Path\Steel\Steel_Turn_T_C.unique.ovl,3,SteelTurnTCHi|SteelTurnTCLow|SteelTurnTCMed,
Path\Steel\Steel_Turn_U.common.ovl,3,SteelTurnUHi|SteelTurnULow|SteelTurnUMed,
Path\Steel\Steel_Turn_U.unique.ovl,3,SteelTurnUHi|SteelTurnULow|SteelTurnUMed,
Path\Steel\Steel_Turn_X.common.ovl,3,SteelTurnXHi|SteelTurnXLow|SteelTurnXMed,
Path\Steel\Steel_Turn_X.unique.ovl,3,SteelTurnXHi|SteelTurnXLow|SteelTurnXMed,
Path\Tarmac\Tarmac_Corner_A.common.ovl,3,Tarmac_Corner_A|Tarmac_Corner_A_Low|Tarmac_Corner_A_Med,
Path\Tarmac\Tarmac_Corner_A.unique.ovl,3,Tarmac_Corner_A|Tarmac_Corner_A_Low|Tarmac_Corner_A_Med,
Path\Tarmac\Tarmac_Corner_B.common.ovl,3,Tarmac_Corner_B|Tarmac_Corner_B_Low|Tarmac_Corner_B_Med,
Path\Tarmac\Tarmac_Corner_B.unique.ovl,3,Tarmac_Corner_B|Tarmac_Corner_B_Low|Tarmac_Corner_B_Med,
Path\Tarmac\Tarmac_Corner_C.common.ovl,3,Tarmac_Corner_C|Tarmac_Corner_C_Low|Tarmac_Corner_C_Med,
Path\Tarmac\Tarmac_Corner_C.unique.ovl,3,Tarmac_Corner_C|Tarmac_Corner_C_Low|Tarmac_Corner_C_Med,
Path\Tarmac\Tarmac_Corner_D.common.ovl,3,Tarmac_Corner_D|Tarmac_Corner_D_Low|Tarmac_Corner_D_Med,
Path\Tarmac\Tarmac_Corner_D.unique.ovl,3,Tarmac_Corner_D|Tarmac_Corner_D_Low|Tarmac_Corner_D_Med,
Path\Tarmac\Tarmac_Flat.common.ovl,3,Tarmac_Flat|Tarmac_Flat_Low|Tarmac_Flat_Med,
Path\Tarmac\Tarmac_Flat.unique.ovl,3,Tarmac_Flat|Tarmac_Flat_Low|Tarmac_Flat_Med,
Path\Tarmac\Tarmac_Slope.common.ovl,3,Tarmac_Slope|Tarmac_Slope_Low|Tarmac_Slope_Med,
Path\Tarmac\Tarmac_Slope.unique.ovl,3,Tarmac_Slope|Tarmac_Slope_Low|Tarmac_Slope_Med,
Path\Tarmac\Tarmac_Slope_Mid.common.ovl,3,Tarmac_Slope_Mid|Tarmac_Slope_Mid_Low|Tarmac_Slope_Mid_Med,
Path\Tarmac\Tarmac_Slope_Mid.unique.ovl,3,Tarmac_Slope_Mid|Tarmac_Slope_Mid_Low|Tarmac_Slope_Mid_Med,
Path\Tarmac\Tarmac_Slope_Straight.common.ovl,3,Tarmac_Slope_Straight|Tarmac_Slope_Straight_Low|Tarmac_Slope_Straight_Med,
Path\Tarmac\Tarmac_Slope_Straight.unique.ovl,3,Tarmac_Slope_Straight|Tarmac_Slope_Straight_Low|Tarmac_Slope_Straight_Med,
Path\Tarmac\Tarmac_Slope_Straight_left.common.ovl,3,Tarmac_Slope_Straight_left|Tarmac_Slope_Straight_left_Low|Tarmac_Slope_Straight_left_Med,
Path\Tarmac\Tarmac_Slope_Straight_left.unique.ovl,3,Tarmac_Slope_Straight_left|Tarmac_Slope_Straight_left_Low|Tarmac_Slope_Straight_left_Med,
Path\Tarmac\Tarmac_Slope_Straight_Right.common.ovl,3,Tarmac_Slope_Straight_Right|Tarmac_Slope_Straight_Right_Low|Tarmac_Slope_Straight_Right_Med,
Path\Tarmac\Tarmac_Slope_Straight_Right.unique.ovl,3,Tarmac_Slope_Straight_Right|Tarmac_Slope_Straight_Right_Low|Tarmac_Slope_Straight_Right_Med,
Path\Tarmac\Tarmac_Straight_A.common.ovl,3,Tarmac_Straight_A|Tarmac_Straight_A_Low|Tarmac_Straight_A_Med,
Path\Tarmac\Tarmac_Straight_A.unique.ovl,3,Tarmac_Straight_A|Tarmac_Straight_A_Low|Tarmac_Straight_A_Med,
Path\Tarmac\Tarmac_Straight_B.common.ovl,3,Tarmac_Straight_B|Tarmac_Straight_B_Low|Tarmac_Straight_B_Med,
Path\Tarmac\Tarmac_Straight_B.unique.ovl,3,Tarmac_Straight_B|Tarmac_Straight_B_Low|Tarmac_Straight_B_Med,
Path\Tarmac\Tarmac_Turn_L_A.common.ovl,3,Tarmac_Turn_L_A|Tarmac_Turn_L_A_Low|Tarmac_Turn_L_A_Med,
Path\Tarmac\Tarmac_Turn_L_A.unique.ovl,3,Tarmac_Turn_L_A|Tarmac_Turn_L_A_Low|Tarmac_Turn_L_A_Med,
Path\Tarmac\Tarmac_Turn_L_B.common.ovl,3,Tarmac_Turn_L_B|Tarmac_Turn_L_B_Low|Tarmac_Turn_L_B_Med,
Path\Tarmac\Tarmac_Turn_L_B.unique.ovl,3,Tarmac_Turn_L_B|Tarmac_Turn_L_B_Low|Tarmac_Turn_L_B_Med,
Path\Tarmac\Tarmac_Turn_T_A.common.ovl,3,Tarmac_Turn_T_A|Tarmac_Turn_T_A_Low|Tarmac_Turn_T_A_Med,
Path\Tarmac\Tarmac_Turn_T_A.unique.ovl,3,Tarmac_Turn_T_A|Tarmac_Turn_T_A_Low|Tarmac_Turn_T_A_Med,
Path\Tarmac\Tarmac_Turn_T_B.common.ovl,3,Tarmac_Turn_T_B|Tarmac_Turn_T_B_Low|Tarmac_Turn_T_B_Med,
Path\Tarmac\Tarmac_Turn_T_B.unique.ovl,3,Tarmac_Turn_T_B|Tarmac_Turn_T_B_Low|Tarmac_Turn_T_B_Med,
Path\Tarmac\Tarmac_Turn_T_C.common.ovl,3,Tarmac_Turn_T_C|Tarmac_Turn_T_C_Low|Tarmac_Turn_T_C_Med,
Path\Tarmac\Tarmac_Turn_T_C.unique.ovl,3,Tarmac_Turn_T_C|Tarmac_Turn_T_C_Low|Tarmac_Turn_T_C_Med,
Path\Tarmac\Tarmac_Turn_U.common.ovl,3,Tarmac_Turn_U|Tarmac_Turn_U_Low|Tarmac_Turn_U_Med,
Path\Tarmac\Tarmac_Turn_U.unique.ovl,3,Tarmac_Turn_U|Tarmac_Turn_U_Low|Tarmac_Turn_U_Med,
Path\Tarmac\Tarmac_Turn_X.common.ovl,3,Tarmac_Turn_X|Tarmac_Turn_X_Low|Tarmac_Turn_X_Med,
Path\Tarmac\Tarmac_Turn_X.unique.ovl,3,Tarmac_Turn_X|Tarmac_Turn_X_Low|Tarmac_Turn_X_Med,
Path\UnderWater\WaterCornerA.common.ovl,3,WaterCornerAHi|WaterCornerALow|WaterCornerAMed,
Path\UnderWater\WaterCornerA.unique.ovl,3,WaterCornerAHi|WaterCornerALow|WaterCornerAMed,
Path\UnderWater\WaterCornerB.common.ovl,3,WaterCornerBLow|WaterCornerBHi|WaterCornerBMed,
Path\UnderWater\WaterCornerB.unique.ovl,3,WaterCornerBLow|WaterCornerBHi|WaterCornerBMed,
Path\UnderWater\WaterCornerC.common.ovl,3,WaterCornerCLow|WaterCornerCMed|WaterCornerCHi,
Path\UnderWater\WaterCornerC.unique.ovl,3,WaterCornerCLow|WaterCornerCMed|WaterCornerCHi,
Path\UnderWater\WaterCornerD.common.ovl,3,WaterCornerDHi|WaterCornerDLow|WaterCornerDMed,
Path\UnderWater\WaterCornerD.unique.ovl,3,WaterCornerDHi|WaterCornerDLow|WaterCornerDMed,
Path\UnderWater\WaterFlat.common.ovl,3,WaterFlatMed|WaterFlatHi|WaterFlatLow,
Path\UnderWater\WaterFlat.unique.ovl,3,WaterFlatMed|WaterFlatHi|WaterFlatLow,
Path\UnderWater\WaterFlatFC.common.ovl,3,WaterFlatFcHi|WaterFlatFcMed|WaterFlatFcLow,
Path\UnderWater\WaterFlatFC.unique.ovl,3,WaterFlatFcHi|WaterFlatFcMed|WaterFlatFcLow,
Path\UnderWater\WaterPaving.common.ovl,3,WaterPavingLow|WaterPavingHi|WaterPavingMed,
Path\UnderWater\WaterPaving.unique.ovl,3,WaterPavingLow|WaterPavingHi|WaterPavingMed,
Path\UnderWater\WaterSlope.common.ovl,3,WaterSlopeHi|WaterSlopeLow|WaterSlopeMed,
Path\UnderWater\WaterSlope.unique.ovl,3,WaterSlopeHi|WaterSlopeLow|WaterSlopeMed,
Path\UnderWater\WaterSlopeBC.common.ovl,3,WaterSlopeBcHi|WaterSlopeBcLow|WaterSlopeBcMed,
Path\UnderWater\WaterSlopeBC.unique.ovl,3,WaterSlopeBcHi|WaterSlopeBcLow|WaterSlopeBcMed,
Path\UnderWater\WaterSlopeFC.common.ovl,3,WaterSlopeFcLow|WaterSlopeFcMed|WaterSlopeFcHi,
Path\UnderWater\WaterSlopeFC.unique.ovl,3,WaterSlopeFcLow|WaterSlopeFcMed|WaterSlopeFcHi,
Path\UnderWater\WaterSlopeMid.common.ovl,3,WaterSlopeMidMed|WaterSlopeMidHi|WaterSlopeMidLow,
Path\UnderWater\WaterSlopeMid.unique.ovl,3,WaterSlopeMidMed|WaterSlopeMidHi|WaterSlopeMidLow,
Path\UnderWater\WaterSlopeMidBC.common.ovl,3,WaterSlopeMidBcHi|WaterSlopeMidBcLow|WaterSlopeMidBcMed,
Path\UnderWater\WaterSlopeMidBC.unique.ovl,3,WaterSlopeMidBcHi|WaterSlopeMidBcLow|WaterSlopeMidBcMed,
Path\UnderWater\WaterSlopeMidFC.common.ovl,3,WaterSlopeMidFcLow|WaterSlopeMidFcMed|WaterSlopeMidFcHi,
Path\UnderWater\WaterSlopeMidFC.unique.ovl,3,WaterSlopeMidFcLow|WaterSlopeMidFcMed|WaterSlopeMidFcHi,
Path\UnderWater\WaterSlopeMidTC.common.ovl,3,WaterSlopeMidTcLow|WaterSlopeMidTcHi|WaterSlopeMidTcMed,
Path\UnderWater\WaterSlopeMidTC.unique.ovl,3,WaterSlopeMidTcLow|WaterSlopeMidTcHi|WaterSlopeMidTcMed,
Path\UnderWater\WaterSlopeStraight.common.ovl,3,WaterSlopeStraightLow|WaterSlopeStraightMed|WaterSlopeStraightHi,
Path\UnderWater\WaterSlopeStraight.unique.ovl,3,WaterSlopeStraightLow|WaterSlopeStraightMed|WaterSlopeStraightHi,
Path\UnderWater\WaterSlopeStraightBC.common.ovl,3,WaterSlopeStraightBcMed|WaterSlopeStraightBcHi|WaterSlopeStraightBcLow,
Path\UnderWater\WaterSlopeStraightBC.unique.ovl,3,WaterSlopeStraightBcMed|WaterSlopeStraightBcHi|WaterSlopeStraightBcLow,
Path\UnderWater\WaterSlopeStraightFC.common.ovl,3,WaterSlopeStraightFcHi|WaterSlopeStraightFcLow|WaterSlopeStraightFcMed,
Path\UnderWater\WaterSlopeStraightFC.unique.ovl,3,WaterSlopeStraightFcHi|WaterSlopeStraightFcLow|WaterSlopeStraightFcMed,
Path\UnderWater\WaterSlopeStraightleft.common.ovl,3,WaterSlopeStraightLeftLow|WaterSlopeStraightLeftMed|WaterSlopeStraightLeftHi,
Path\UnderWater\WaterSlopeStraightleft.unique.ovl,3,WaterSlopeStraightLeftLow|WaterSlopeStraightLeftMed|WaterSlopeStraightLeftHi,
Path\UnderWater\WaterSlopeStraightleftBC.common.ovl,3,WaterSlopeStraightLeftBcLow|WaterSlopeStraightLeftBcHi|WaterSlopeStraightLeftBcMed,
Path\UnderWater\WaterSlopeStraightleftBC.unique.ovl,3,WaterSlopeStraightLeftBcLow|WaterSlopeStraightLeftBcHi|WaterSlopeStraightLeftBcMed,
Path\UnderWater\WaterSlopeStraightleftFC.common.ovl,3,WaterSlopeStraightLeftFcMed|WaterSlopeStraightLeftFcHi|WaterSlopeStraightLeftFcLow,
Path\UnderWater\WaterSlopeStraightleftFC.unique.ovl,3,WaterSlopeStraightLeftFcMed|WaterSlopeStraightLeftFcHi|WaterSlopeStraightLeftFcLow,
Path\UnderWater\WaterSlopeStraightleftTC.common.ovl,3,WaterSlopeStraightLeftTcLow|WaterSlopeStraightLeftTcMed|WaterSlopeStraightLeftTcHi,
Path\UnderWater\WaterSlopeStraightleftTC.unique.ovl,3,WaterSlopeStraightLeftTcLow|WaterSlopeStraightLeftTcMed|WaterSlopeStraightLeftTcHi,
