file,decoded,ftx_entries,crash
Supports\Steel\SteelSupport1m.common.ovl,0,0,
Supports\Steel\SteelSupport1mBottom.common.ovl,0,0,
Supports\Steel\SteelSupport1mBottomExtra.common.ovl,0,0,
Supports\Steel\SteelSupport2m.common.ovl,0,0,
Supports\Steel\SteelSupport4m.common.ovl,0,0,
Supports\Steel\SteelSupport8m.common.ovl,0,0,
Supports\Steel\SteelTextures.common.ovl,0,0,
Supports\ts1\ts1Textures.common.ovl,1,1,
Supports\ts1\ts1_girder_1L.common.ovl,0,0,
Supports\ts1\ts1_girder_2L.common.ovl,0,0,
Supports\ts1\ts1_girder_3L.common.ovl,0,0,
Supports\ts1\ts1_supportbotextra_1H.common.ovl,0,0,
Supports\ts1\ts1_supportbot_1H.common.ovl,0,0,
Supports\ts1\ts1_supportCap.common.ovl,0,0,
Supports\ts1\ts1_supporttop_1H.common.ovl,0,0,
Supports\ts1\ts1_support_1H.common.ovl,0,0,
Supports\ts1\ts1_support_2H.common.ovl,0,0,
Supports\ts1\ts1_support_4H.common.ovl,0,0,
Supports\ts1\ts1_support_8H.common.ovl,0,0,
Supports\ts1a\ts1a_girder_1L.common.ovl,0,0,
Supports\ts1a\ts1a_girder_2L.common.ovl,0,0,
Supports\ts1a\ts1a_girder_3L.common.ovl,0,0,
Supports\ts1a\ts1a_supporttop_1H.common.ovl,0,0,
Supports\ts2\ts2Textures.common.ovl,0,0,
Supports\ts2\ts2_supportbotdiag_1H.common.ovl,0,0,
Supports\ts2\ts2_supportbotextradiag_2H.common.ovl,0,0,
Supports\ts2\ts2_supportbotextra_2H.common.ovl,0,0,
Supports\ts2\ts2_supportbot_1H.common.ovl,0,0,
Supports\ts2\ts2_supportdiag_1H.common.ovl,0,0,
Supports\ts2\ts2_supportdiag_2H.common.ovl,0,0,
Supports\ts2\ts2_supportdiag_4H.common.ovl,0,0,
Supports\ts2\ts2_supportdiag_8H.common.ovl,0,0,
Supports\ts2\ts2_support_1H.common.ovl,0,0,
Supports\ts2\ts2_support_2H.common.ovl,0,0,
Supports\ts2\ts2_support_4H.common.ovl,0,0,
Supports\ts2\ts2_support_8H.common.ovl,0,0,
Supports\ts3\ts3Textures.common.ovl,0,0,
Supports\ts3\ts3_supportbotdiag_1H.common.ovl,0,0,
Supports\ts3\ts3_supportbotextradiag_1H.common.ovl,0,0,
Supports\ts3\ts3_supportbotextra_1H.common.ovl,0,0,
Supports\ts3\ts3_supportbot_1H.common.ovl,0,0,
Supports\ts3\ts3_supportdiag_1H.common.ovl,0,0,
Supports\ts3\ts3_supportdiag_2H.common.ovl,0,0,
Supports\ts3\ts3_supportdiag_4H.common.ovl,0,0,
Supports\ts3\ts3_supportdiag_8H.common.ovl,0,0,
Supports\ts3\ts3_supporttopdiag_1H.common.ovl,0,0,
Supports\ts3\ts3_supporttop_1H.common.ovl,0,0,
Supports\ts3\ts3_support_1H.common.ovl,0,0,
Supports\ts3\ts3_support_2H.common.ovl,0,0,
Supports\ts3\ts3_support_4H.common.ovl,0,0,
Supports\ts3\ts3_support_8H.common.ovl,0,0,
Supports\ts4\ts4Textures.common.ovl,0,0,
Supports\ts4\ts4_girder_1L.common.ovl,0,0,
Supports\ts4\ts4_girder_2L.common.ovl,0,0,
Supports\ts4\ts4_girder_3L.common.ovl,0,0,
Supports\ts4\ts4_supportbotextra_2H.common.ovl,0,0,
Supports\ts4\ts4_supportbot_1H.common.ovl,0,0,
Supports\ts4\ts4_supporttop_1H.common.ovl,0,0,
Supports\ts4\ts4_support_1H.common.ovl,0,0,
Supports\ts4\ts4_support_2H.common.ovl,0,0,
Supports\ts4\ts4_support_4H.common.ovl,0,0,
Supports\ts4\ts4_support_8H.common.ovl,0,0,
Supports\ts5\ts5Textures.common.ovl,0,0,
Supports\ts5\ts5_supportbotextra_1H.common.ovl,0,0,
Supports\ts5\ts5_supportbot_1H.common.ovl,0,0,
Supports\ts5\ts5_support_1H.common.ovl,0,0,
Supports\ts5\ts5_support_2H.common.ovl,0,0,
Supports\ts5\ts5_support_4H.common.ovl,0,0,
Supports\ts5\ts5_support_8H.common.ovl,0,0,
Supports\WildWestQueue\WW1m.common.ovl,0,0,
Supports\WildWestQueue\WW1mBottom.common.ovl,0,0,
Supports\WildWestQueue\WW1mBottomExtra.common.ovl,0,0,
Supports\WildWestQueue\WW2m.common.ovl,0,0,
Supports\WildWestQueue\WW4m.common.ovl,0,0,
Supports\WildWestQueue\WW8m.common.ovl,0,0,
terrain\CT\Terrain_CT.common.ovl,7,0,
terrain\RCT3\Terrain_RCT3.common.ovl,33,0,
tracks\coasters\coasters.common.ovl,0,0,
tracks\Platforms\Platforms.common.ovl,0,0,
tracks\SharedTextures\cablelift.common.ovl,1,1,
tracks\SharedTextures\chain.common.ovl,1,1,
tracks\SharedTextures\coaster_LO_textures01.common.ovl,1,1,
tracks\SharedTextures\coaster_LO_textures02.common.ovl,1,1,
tracks\SharedTextures\coaster_LO_textures03.common.ovl,1,1,
tracks\SharedTextures\coaster_lo_textures04.common.ovl,1,1,
tracks\SharedTextures\coaster_LO_textures05.common.ovl,1,1,
tracks\SharedTextures\coaster_lo_textures06.common.ovl,1,1,
tracks\SharedTextures\coaster_LO_textures07.common.ovl,1,1,
tracks\SharedTextures\CTStations01.common.ovl,1,1,
tracks\SharedTextures\curvechain.common.ovl,2,2,
tracks\SharedTextures\finbrakes.common.ovl,1,1,
tracks\SharedTextures\photosection.common.ovl,1,1,
tracks\SharedTextures\SharedTextures.common.ovl,0,0,
tracks\SharedTextures\slidechain.common.ovl,1,1,
tracks\SharedTextures\station.common.ovl,0,0,
tracks\SharedTextures\track08dif.common.ovl,1,1,
tracks\SharedTextures\track12powerrail.common.ovl,1,1,
tracks\SharedTextures\trackbased02_tunnel.common.ovl,1,1,
tracks\SharedTextures\trackbased05.common.ovl,1,1,
tracks\SharedTextures\trackbased05_flexi.common.ovl,1,1,
tracks\SharedTextures\trackbased09_flexi.common.ovl,1,1,
tracks\SharedTextures\trackbased09_nonflexi.common.ovl,1,1,
tracks\SharedTextures\trackbased11.common.ovl,1,1,
tracks\SharedTextures\trackbased12.common.ovl,1,1,
tracks\SharedTextures\trackbased21bowl.common.ovl,1,1,
tracks\SharedTextures\Trackbased24_02.common.ovl,1,1,
tracks\SharedTextures\trackbased_lo_textures01.common.ovl,1,1,
tracks\SharedTextures\trackbased_lo_textures02.common.ovl,1,1,
tracks\SharedTextures\ts2.common.ovl,1,1,
tracks\SharedTextures\ts3.common.ovl,1,1,
tracks\SharedTextures\ts4.common.ovl,1,1,
tracks\SharedTextures\ts5.common.ovl,1,1,
tracks\SharedTextures\ts8.common.ovl,1,1,
tracks\SharedTextures\tyre.common.ovl,1,1,
tracks\SharedTextures\waterchain.common.ovl,1,1,
tracks\SharedTextures\waterExtra.common.ovl,1,1,
tracks\SharedTextures\WideWaterTextures.common.ovl,2,2,
tracks\SharedTextures\wooden_Station.common.ovl,1,1,
tracks\TrackedRides\TrackedRides.common.ovl,0,0,
tracks\TrackSounds\AirBoat.common.ovl,0,0,
tracks\TrackSounds\ElephantTransport.common.ovl,0,0,
tracks\TrackSounds\GoKart.common.ovl,0,0,
tracks\TrackSounds\HopOnTram.common.ovl,0,0,
tracks\TrackSounds\Inverted.common.ovl,0,0,
tracks\TrackSounds\PaddleSteamer.common.ovl,0,0,
tracks\TrackSounds\SafariTransport.common.ovl,0,0,
tracks\TrackSounds\Steel.common.ovl,0,0,
tracks\TrackSounds\TrackSounds.common.ovl,0,0,
tracks\TrackSounds\Water.common.ovl,0,0,
tracks\TrackSounds\Wood.common.ovl,0,0,
WildAnimals\Camel\Camel_anims.common.ovl,0,0,
WildAnimals\Camel\Camel_data.common.ovl,7,0,
WildAnimals\chimp\chimp_anims.common.ovl,0,0,
WildAnimals\chimp\chimp_data.common.ovl,3,0,
WildAnimals\Crates\Crates.common.ovl,4,4,
WildAnimals\Darts\Darts.common.ovl,1,1,
WildAnimals\elephant\elephant_anims.common.ovl,0,0,
WildAnimals\elephant\elephant_data.common.ovl,6,0,
WildAnimals\giraffe\giraffe_anims.common.ovl,0,0,
WildAnimals\giraffe\giraffe_data.common.ovl,5,0,
WildAnimals\gorilla\Gorilla_anims.common.ovl,0,0,
WildAnimals\gorilla\gorilla_data.common.ovl,9,0,
WildAnimals\grizzly\Grizzly_anims.common.ovl,0,0,
WildAnimals\grizzly\grizzly_data.common.ovl,5,0,
WildAnimals\Helicopter\Helicopter.common.ovl,3,3,
WildAnimals\hippo\hippo_anims.common.ovl,0,0,
WildAnimals\hippo\hippo_data.common.ovl,4,0,
WildAnimals\horse\horse_anims.common.ovl,0,0,
WildAnimals\horse\horse_data.common.ovl,7,0,
WildAnimals\horse\zebra_data.common.ovl,7,0,
WildAnimals\Items\Items.common.ovl,2,2,
WildAnimals\Kangaroo\Kangaroo_anims.common.ovl,0,0,
WildAnimals\Kangaroo\Kangaroo_data.common.ovl,4,0,
WildAnimals\lion\LionTexture.common.ovl,1,1,
WildAnimals\lion\lion_anims.common.ovl,0,0,
WildAnimals\lion\lion_data.common.ovl,27,0,
WildAnimals\lion\TigerTexture.common.ovl,1,1,
WildAnimals\lion\tiger_data.common.ovl,27,0,
WildAnimals\mandrill\mandrill_anims.common.ovl,0,0,
WildAnimals\mandrill\mandrill_data.common.ovl,13,0,
WildAnimals\orangutan\Orangutan_anims.common.ovl,0,0,
WildAnimals\orangutan\orangutan_data.common.ovl,11,0,
WildAnimals\Ostrich\Ostrich_anims.common.ovl,0,0,
WildAnimals\Ostrich\Ostrich_data.common.ovl,7,0,
WildAnimals\Panda\Panda_anims.common.ovl,0,0,
WildAnimals\Panda\Panda_data.common.ovl,4,0,
WildAnimals\Panther\Leopard_data.common.ovl,14,0,
WildAnimals\Panther\Panther_anims.common.ovl,0,0,
WildAnimals\Panther\Panther_data.common.ovl,17,3,
WildAnimals\polar\PolarBear_anims.common.ovl,0,0,
WildAnimals\polar\polarBear_data.common.ovl,4,0,
WildAnimals\rhino\rhino_anims.common.ovl,0,0,
WildAnimals\rhino\rhino_data.common.ovl,5,0,
WildAnimals\TGazelle\TGazelle_anims.common.ovl,0,0,
WildAnimals\TGazelle\TGazelle_data.common.ovl,13,2,
Cars\CoasterCars\6PeepWoodenRC\6PeepWoodenRC.common.ovl,0,0,
Cars\CoasterCars\6PWoodenRCReversed\6PWoodenRCReversed.common.ovl,0,0,
Cars\CoasterCars\AirPoweredRC\AirPoweredRC.common.ovl,2,2,
Cars\CoasterCars\Alien\Alien.common.ovl,1,1,
Cars\CoasterCars\Alpine\Alpine.common.ovl,2,2,
Cars\CoasterCars\Arrows\Arrows.common.ovl,2,2,
Cars\CoasterCars\ArrowsAxel\Axel.common.ovl,0,0,
Cars\CoasterCars\ArrowsSpace\ArrowsSpace.common.ovl,1,1,
Cars\CoasterCars\ArticulatedWoodenCoaster\ArticulatedWoodenCoaster.common.ovl,0,0,
Cars\CoasterCars\BallCoaster\BallCoaster.common.ovl,2,2,
Cars\CoasterCars\BarrelCar\BarrelCar.common.ovl,1,1,
Cars\CoasterCars\BatSuspendedcoaster\BatSuspendedcoaster.common.ovl,1,1,
Cars\CoasterCars\Biplane\Biplane.common.ovl,1,1,
Cars\CoasterCars\BloodDrop\BloodDrop.common.ovl,1,1,
Cars\CoasterCars\Bobsleigh\Bobsleigh.common.ovl,2,2,
Cars\CoasterCars\BoosterBike\BoosterBike.common.ovl,2,2,
Cars\CoasterCars\BowieKnife\BowieKnife.common.ovl,1,1,
Cars\CoasterCars\BuffaloStampCoaster\BuffaloStampCoaster.common.ovl,2,2,
Cars\CoasterCars\BulletCoaster\BulletCoaster.common.ovl,1,1,
Cars\CoasterCars\CannonCoaster\CannonCoaster.common.ovl,2,2,
Cars\CoasterCars\CompactInvertedCoaster\CompactInvertedCoaster.common.ovl,0,0,
Cars\CoasterCars\CrazyPumpkin\CrazyPumpkin.common.ovl,1,1,
Cars\CoasterCars\CuttleFish\CuttleFish.common.ovl,2,2,
Cars\CoasterCars\Dingy\Dingy.common.ovl,2,2,
Cars\CoasterCars\DragBoatCoaster\DragBoatCoaster.common.ovl,2,2,
Cars\CoasterCars\EuroSpinner\EuroSpinner.common.ovl,2,2,
Cars\CoasterCars\Extended\Extended.common.ovl,1,1,
Cars\CoasterCars\Floorless\Floorless.common.ovl,1,1,
Cars\CoasterCars\FlyingCoaster\FlyingCoaster.common.ovl,2,2,
Cars\CoasterCars\FlyingTurnsBobsleigh\FlyingTurnsBobsleigh.common.ovl,2,2,
Cars\CoasterCars\FreefallMantaray\FreefallMantaray.common.ovl,2,2,
Cars\CoasterCars\FrequentFaller\FrequentFaller.common.ovl,0,0,
Cars\CoasterCars\FrequentFaller\FrequentFallerTextures.common.ovl,2,2,
Cars\CoasterCars\GhosterCoaster\GhosterCoaster.common.ovl,1,1,
Cars\CoasterCars\GiantFlume\GiantFlume.common.ovl,1,1,
Cars\CoasterCars\Giga\Giga.common.ovl,2,2,
Cars\CoasterCars\Giga\LWheelset.common.ovl,1,1,
Cars\CoasterCars\Giga\RWheelset.common.ovl,1,1,
Cars\CoasterCars\GigaCableLift\GigaCableLift.common.ovl,2,2,
Cars\CoasterCars\Halfpipe\Halfpipe.common.ovl,0,0,
Cars\CoasterCars\HalfpipeSeats\hp_seats.common.ovl,0,0,
Cars\CoasterCars\Halfpipesurfboard\Halfpipesurfboard.common.ovl,1,1,
Cars\CoasterCars\Heartline\Heartline.common.ovl,0,0,
Cars\CoasterCars\HeartlineReverse\HeartlineReverse.common.ovl,0,0,
Cars\CoasterCars\HyperCoaster\HyperCoaster.common.ovl,2,2,
Cars\CoasterCars\HyperTwister\HyperTwister.common.ovl,2,2,
Cars\CoasterCars\HyperTwisterWide\HyperTwisterWide.common.ovl,1,1,
Cars\CoasterCars\IndianArrowCoaster\IndianArrowCoaster.common.ovl,1,1,
Cars\CoasterCars\InverseImpulse\InverseImpulse.common.ovl,1,1,
Cars\CoasterCars\InvertedDragonCoaster\InvertedDragonCoaster.common.ovl,1,1,
Cars\CoasterCars\InvertedHairpin\InvertedHairpin.common.ovl,1,1,
Cars\CoasterCars\InvertedRollerCoaster\InvertedRollerCoaster.common.ovl,2,2,
Cars\CoasterCars\InvertedShuttle\InvertedShuttle.common.ovl,2,2,
Cars\CoasterCars\InvertedVerticalShuttleCoaster\InvertedVerticalShuttleCoaster.common.ovl,1,1,
Cars\CoasterCars\InvertedWildMouse\InvertedWildMouse.common.ovl,1,1,
Cars\CoasterCars\JuniorLadybird\JuniorLadybird.common.ovl,0,0,
Cars\CoasterCars\JuniorLog\JuniorLog.common.ovl,1,1,
Cars\CoasterCars\LayDownCoaster\LayDownCoaster.common.ovl,2,2,
Cars\CoasterCars\LiftCar\LiftCar.common.ovl,0,0,
Cars\CoasterCars\LIMCoaster\LIMCoaster.common.ovl,2,2,
Cars\CoasterCars\Link\ArrowsLink.common.ovl,0,0,
Cars\CoasterCars\Link\ArrowsLinkLarge.common.ovl,0,0,
Cars\CoasterCars\LongLink\LongLink.common.ovl,0,0,
Cars\CoasterCars\Looping\Looping.common.ovl,1,1,
Cars\CoasterCars\LoopingSnakeCoaster\LoopingSnakeCoaster.common.ovl,2,2,
Cars\CoasterCars\MaggotCoaster\MaggotCoaster.common.ovl,1,1,
Cars\CoasterCars\Marlin\Marlin.common.ovl,2,2,
Cars\CoasterCars\MineRat\MineRat.common.ovl,1,1,
Cars\CoasterCars\MineRide\MineRide.common.ovl,4,4,
Cars\CoasterCars\MineTrain\MineTrain.common.ovl,2,2,
Cars\CoasterCars\MiniCoasterAutomobile\MiniCoasterAutomobile.common.ovl,3,3,
Cars\CoasterCars\MiniCoasterRocket\MiniCoasterRocket.common.ovl,1,1,
Cars\CoasterCars\MiniCoasterToboggan\MiniCoasterToboggan.common.ovl,3,3,
Cars\CoasterCars\MiniSuspendedCoaster\MiniSuspendedCoaster.common.ovl,0,0,
Cars\CoasterCars\MorayEel\MorayEel.common.ovl,2,2,
Cars\CoasterCars\MultiDimentional\MultiDimentional.common.ovl,2,2,
Cars\CoasterCars\Oblivion\Oblivion.common.ovl,1,1,
Cars\CoasterCars\Parrot\Parrot.common.ovl,1,1,
Cars\CoasterCars\PenguinBobSleigh\PenguinBobSleigh.common.ovl,2,2,
Cars\CoasterCars\Pipeline\Pipeline.common.ovl,2,2,
Cars\CoasterCars\ReverseFreefall\ReverseFreefall.common.ovl,2,2,
Cars\CoasterCars\ReverserCar\ReverserCar.common.ovl,0,0,
Cars\CoasterCars\RoboCoaster\RoboCoaster.common.ovl,2,2,
Cars\CoasterCars\RotatingTowercoaster\RotatingTowercoaster.common.ovl,1,1,
Cars\CoasterCars\Saucer\Saucer.common.ovl,10,4,
Cars\CoasterCars\Scarab\Scarab.common.ovl,1,1,
Cars\CoasterCars\ScreamingSkull\ScreamingSkull.common.ovl,1,1,
Cars\CoasterCars\SeaSerpent\SeaSerpent.common.ovl,1,1,
Cars\CoasterCars\SeaSerpentCableLift\SeaSerpentCableLift.common.ovl,2,2,
Cars\CoasterCars\SharkCoaster\SharkCoaster.common.ovl,2,2,
Cars\CoasterCars\ShootingStar\ShootingStar.common.ovl,1,1,
Cars\CoasterCars\SideFriction\SideFriction.common.ovl,0,0,
Cars\CoasterCars\SiezmicCoaster\SiezmicCoaster.common.ovl,1,1,
Cars\CoasterCars\Skyrider\Skyrider.common.ovl,0,0,
Cars\CoasterCars\Skyrider\SkyriderTextures.common.ovl,1,1,
Cars\CoasterCars\SmallFlyer\SmallFlyer.common.ovl,2,2,
Cars\CoasterCars\SnakeVreel\SnakeVreel.common.ovl,1,1,
Cars\CoasterCars\SpinningWildMouse\SpinningWildMouse.common.ovl,2,2,
Cars\CoasterCars\SpiralCoaster\SpiralCoaster.common.ovl,0,0,
Cars\CoasterCars\StandUpCoaster\StandUpCoaster.common.ovl,1,1,
Cars\CoasterCars\StandUpCoasterCarpet\StandUpCoasterCarpet.common.ovl,1,1,
Cars\CoasterCars\StandupTwister\StandupTwister.common.ovl,2,2,
Cars\CoasterCars\StormRunner\StormRunner.common.ovl,2,2,
Cars\CoasterCars\StratoCoaster\StratoCoaster.common.ovl,2,2,
Cars\CoasterCars\SuperSoaker\SuperSoaker.common.ovl,0,0,
Cars\CoasterCars\SuperSoaker\SuperSoakerTextures.common.ovl,1,1,
Cars\CoasterCars\SuspendedSwingingBogey\SuspendedSwingingBogey.common.ovl,0,0,
Cars\CoasterCars\SuspendedSwingingFloorless\SuspendedSwingingFloorless.common.ovl,0,0,
Cars\CoasterCars\SwingingCoaster\SwingingCoaster.common.ovl,0,0,
Cars\CoasterCars\SwingingGorilla\SwingingGorilla.common.ovl,2,2,
Cars\CoasterCars\ThrillLiftCar\ThrillLiftCar.common.ovl,0,0,
Cars\CoasterCars\TigerCoaster\TigerCoaster.common.ovl,2,2,
Cars\CoasterCars\TowerCoaster\TowerCoaster.common.ovl,2,2,
Cars\CoasterCars\TriceratopsCoaster\TriceratopsCoaster.common.ovl,2,2,
Cars\CoasterCars\Tsunami\Tsunami.common.ovl,1,1,
Cars\CoasterCars\TsunamiWheels\TsunamiWheels.common.ovl,1,1,
Cars\CoasterCars\TwisterCoaster\TwisterCoaster.common.ovl,1,1,
Cars\CoasterCars\VirginiaReel\VirginiaReel.common.ovl,0,0,
Cars\CoasterCars\VirginiaReelBogey\VirginiaReelBogey.common.ovl,0,0,
Cars\CoasterCars\WagonCoaster\WagonCoaster.common.ovl,1,1,
Cars\CoasterCars\WaterCoaster\WaterCoaster.common.ovl,2,2,
Cars\CoasterCars\WildMine\WildMine.common.ovl,2,2,
Cars\CoasterCars\WildMineMouse\WildMineMouse.common.ovl,2,2,
Cars\CoasterCars\WildMouse\WildMouse.common.ovl,2,2,
Cars\CoasterCars\WitchesBrew\WitchesBrew.common.ovl,1,1,
Cars\CoasterCars\WoodenCoaster\WoodenCoaster.common.ovl,0,0,
Cars\CoasterCars\WoodenWildMouse\WoodenWildMouse.common.ovl,1,1,
Cars\CoasterCars\XtendDriftingCoaster\XtendDriftingCoaster.common.ovl,1,1,
Cars\CoasterCars\ZamperlaFlyer\ZamperlaFlyer.common.ovl,2,2,
Cars\TrackedRideCars\AirBoat\AirBoat.common.ovl,3,3,
Cars\TrackedRideCars\AmericanSteamTrain\AmericanSteamTrain.common.ovl,0,0,
Cars\TrackedRideCars\AquaCycle\AquaCycle.common.ovl,2,2,
Cars\TrackedRideCars\BlackCat\BlackCat.common.ovl,2,2,
Cars\TrackedRideCars\BodySlide\BodySlide.common.ovl,2,2,
Cars\TrackedRideCars\BumperBoats\BumperBoats.common.ovl,1,1,
Cars\TrackedRideCars\Canoe\Canoe.common.ovl,1,1,
Cars\TrackedRideCars\Chair\Chair.common.ovl,1,1,
Cars\TrackedRideCars\CheshireCat\CheshireCat.common.ovl,1,1,
Cars\TrackedRideCars\CrocLog\CrocLog.common.ovl,1,1,
Cars\TrackedRideCars\DDObservationCar\DDObservationCar.common.ovl,0,0,
Cars\TrackedRideCars\DolphinTourBoat\DolphinTourBoat.common.ovl,2,2,
Cars\TrackedRideCars\Elephant\Elephant.common.ovl,10,1,
Cars\TrackedRideCars\Elephant\elephant_anims.common.ovl,0,0,
Cars\TrackedRideCars\ElevatorCar\ElevatorCar.common.ovl,0,0,
Cars\TrackedRideCars\GhostTrain\GhostTrain.common.ovl,1,1,
Cars\TrackedRideCars\GoldPanningRapids\GoldPanningRapids.common.ovl,1,1,
Cars\TrackedRideCars\HauntedMansion\HauntedMansion.common.ovl,1,1,
Cars\TrackedRideCars\Helicopter\Helicopter.common.ovl,0,0,
Cars\TrackedRideCars\HersheyCar\HersheyCar.common.ovl,0,0,
Cars\TrackedRideCars\Hovercraft\Hovercraft.common.ovl,1,1,
Cars\TrackedRideCars\Jeep\Jeep.common.ovl,3,3,
Cars\TrackedRideCars\JetSki\JetSki.common.ovl,1,1,
Cars\TrackedRideCars\Kart\Kart.common.ovl,1,1,
Cars\TrackedRideCars\LargeRiverRaft\LargeRiverRaft.common.ovl,2,2,
Cars\TrackedRideCars\LauncherFFSeats\LauncherFFSeats.common.ovl,0,0,
Cars\TrackedRideCars\LogFlume\LogFlume.common.ovl,1,1,
Cars\TrackedRideCars\MasterBlaster\MasterBlaster.common.ovl,1,1,
Cars\TrackedRideCars\MatSlide\MatSlide.common.ovl,1,1,
Cars\TrackedRideCars\MiniatureRailwayCarriageCovered\MiniatureRailwayCarriageCovered.common.ovl,0,0,
Cars\TrackedRideCars\MiniatureRailwayCarriageUnCovered\MiniatureRailwayCarriageUnCovered.common.ovl,0,0,
Cars\TrackedRideCars\MonsterTruck\MonsterTruck.common.ovl,2,2,
Cars\TrackedRideCars\MotorCycle\MotorCycle.common.ovl,2,2,
Cars\TrackedRideCars\ObservationCar\ObservationCar.common.ovl,0,0,
Cars\TrackedRideCars\OrcaWhale\OrcaWhale.common.ovl,1,1,
Cars\TrackedRideCars\PaddleSteamer\PaddleSteamer.common.ovl,4,4,
Cars\TrackedRideCars\PickupTruck\PickupTruck.common.ovl,2,2,
Cars\TrackedRideCars\ProBowlRubberRing\ProBowlRubberRing.common.ovl,1,1,
Cars\TrackedRideCars\QuadBike\QuadBike.common.ovl,2,2,
Cars\TrackedRideCars\RacingCar\RacingCar.common.ovl,2,2,
Cars\TrackedRideCars\RaftSlide\RaftSlide.common.ovl,2,2,
Cars\TrackedRideCars\RapidRiver\RapidRiver.common.ovl,3,3,
Cars\TrackedRideCars\RaptorRider\RaptorRider.common.ovl,3,3,
Cars\TrackedRideCars\RetroMonorail\MonorailLink.common.ovl,1,1,
Cars\TrackedRideCars\RetroMonorail\RetroMonorail.common.ovl,2,2,
Cars\TrackedRideCars\RingSlide\RingSlide.common.ovl,1,1,
Cars\TrackedRideCars\Riverraft\Riverraft.common.ovl,1,1,
Cars\TrackedRideCars\RoadTrain\RoadTrain.common.ovl,2,2,
Cars\TrackedRideCars\RotoDropCar\RotoDropCar.common.ovl,0,0,
Cars\TrackedRideCars\RowingBoat\RowingBoat.common.ovl,1,1,
Cars\TrackedRideCars\SafariTrain\SafariTrain.common.ovl,2,2,
Cars\TrackedRideCars\SafariTransport\SafariTransport.common.ovl,3,3,
Cars\TrackedRideCars\ShipPedallo\ShipPedallo.common.ovl,0,0,
Cars\TrackedRideCars\SkiLift\SkiLift.common.ovl,1,1,
Cars\TrackedRideCars\SmallMonorail\SmallMonorail.common.ovl,2,2,
Cars\TrackedRideCars\SoapBoxRacers\SoapBoxRacers.common.ovl,1,1,
Cars\TrackedRideCars\SplashBoats\SplashBoats.common.ovl,2,2,
Cars\TrackedRideCars\SportsCar\SportsCar.common.ovl,2,2,
Cars\TrackedRideCars\SqueakyCycles\SqueakyCycles.common.ovl,2,2,
Cars\TrackedRideCars\SteepleChase\SteepleChase.common.ovl,1,1,
Cars\TrackedRideCars\SteepleChaseBogey\scbogeyfront.common.ovl,0,0,
Cars\TrackedRideCars\SteepleChaseBogey\SteepleChaseBogey.common.ovl,0,0,
Cars\TrackedRideCars\SteepleChaseBogey\SteepleChaseBogieFlexi.common.ovl,1,1,
Cars\TrackedRideCars\StreamlinedMono\StreamlinedMono.common.ovl,1,1,
Cars\TrackedRideCars\StreamlineSpaceMonorail\StreamlineSpaceMonorail.common.ovl,2,2,
Cars\TrackedRideCars\Submarine\Submarine.common.ovl,1,1,
Cars\TrackedRideCars\SuspendedMonorail\SuspendedMonorail.common.ovl,2,2,
Cars\TrackedRideCars\SwanRidePedallo\SwanRidePedallo.common.ovl,1,1,
Cars\TrackedRideCars\TourBoat\TourBoat.common.ovl,2,2,
Cars\TrackedRideCars\Tram\Tram.common.ovl,2,2,
Cars\TrackedRideCars\TurtleHovercraft\TurtleHovercraft.common.ovl,2,2,
Cars\TrackedRideCars\VintageCar\VintageCar.common.ovl,2,2,
Cars\TrackedRideCars\WildWestHorse\WildWestHorse.common.ovl,1,1,
Cars\TrackedRideCars\windsurfer\windsurfer.common.ovl,1,1,
Cars\TrackedRideCars\WitchesCauldron\WitchesCauldron.common.ovl,1,1,
Characters\AF\AF01\SS_Legs_AF.common.ovl,0,0,
Characters\AF\Shared\AttachmentH_AF01.common.ovl,0,0,
Characters\AF\Shared\AttachmentL_AF01.common.ovl,0,0,
Characters\AF\Shared\AttachmentR_AF01.common.ovl,0,0,
Characters\AF\Shared\Head_AF01.common.ovl,0,0,
Characters\AF\Shared\SS_AttachmentH_AF01.common.ovl,0,0,
Characters\AF\Shared\SS_AttachmentL_AF01.common.ovl,0,0,
Characters\AF\Shared\SS_AttachmentR_AF01.common.ovl,0,0,
Characters\AF\Shared\SS_Inflatable_AF01.common.ovl,0,0,
Characters\AM\Shared\AttachmentH_AM01.common.ovl,0,0,
Characters\AM\Shared\AttachmentL_AM01.common.ovl,0,0,
Characters\AM\Shared\AttachmentR_AM01.common.ovl,0,0,
Characters\AM\Shared\Head_AM01.common.ovl,0,0,
Characters\AM\Shared\SS_AttachmentH_AM01.common.ovl,0,0,
Characters\AM\Shared\SS_AttachmentL_AM01.common.ovl,0,0,
Characters\AM\Shared\SS_AttachmentR_AM01.common.ovl,0,0,
Characters\AM\Shared\SS_Inflatable_AM01.common.ovl,0,0,
Characters\AnimalKeeper\Shared\AttachmentH_AK.common.ovl,0,0,
Characters\AnimalKeeper\Shared\AttachmentL_AK.common.ovl,0,0,
Characters\AnimalKeeper\Shared\AttachmentR_AK.common.ovl,0,0,
Characters\BobWaterman\Shared\AttachmentH_BobW.common.ovl,0,0,
Characters\BobWaterman\Shared\AttachmentL_BobW.common.ovl,0,0,
Characters\BobWaterman\Shared\AttachmentR_BobW.common.ovl,0,0,
Characters\BobWaterman\Shared\Head_BobW.common.ovl,0,0,
Characters\BobWaterman\Shared\SS_AttachmentH_BobW.common.ovl,0,0,
