file,type,count,samples
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track23\Track23.common.ovl,spl,152,"45medslope2steepslopeL_spline; 45medslope2steepslopeR_spline; 45medslope2straightchainL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track23\Track23.unique.ovl,spl,152,"45medslope2steepslopeL_spline; 45medslope2steepslopeR_spline; 45medslope2straightchainL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track24\Track24.common.ovl,spl,169,"45medslope2steepslopel_spline; 45medslope2steepsloper_spline; 45medslope2straightchainl_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track24\Track24.unique.ovl,spl,169,"45medslope2steepslopel_spline; 45medslope2steepsloper_spline; 45medslope2straightchainl_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track25\Track25.common.ovl,spl,68,"HelixlargeupleftL_spline; HelixlargeupleftR_spline; HelixlargeuprightL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track25\Track25.unique.ovl,spl,68,"HelixlargeupleftL_spline; HelixlargeupleftR_spline; HelixlargeuprightL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track26\Track26.common.ovl,spl,10,"Straight2verticalmediuml_spline; Stationmiddlel_spline; Straightl_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track26\Track26.unique.ovl,spl,10,"Straight2verticalmediuml_spline; Stationmiddlel_spline; Straightl_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track27\Track27.common.ovl,spl,192,"InvMedslopeChainL_Spline; InvstraightbrakesL_Spline; InvtiltedloosecurverightR_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track27\Track27.unique.ovl,spl,192,"InvMedslopeChainL_Spline; InvstraightbrakesL_Spline; InvtiltedloosecurverightR_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track28\Track28.common.ovl,spl,40,"Steepslope2medslopeL_spline; StationmiddleL_spline; StraightL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track28\Track28.unique.ovl,spl,40,"Steepslope2medslopeL_spline; StationmiddleL_spline; StraightL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track29\Track29.common.ovl,spl,116,"45straighttiltleft2medslopeR_Spline; HelixlargeleftR_Spline; 45medslope2straightL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track29\Track29.unique.ovl,spl,116,"45straighttiltleft2medslopeR_Spline; HelixlargeleftR_Spline; 45medslope2straightL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track3\Track3.common.ovl,spl,454,"InvmedslopechainL_spline; InvstraightbrakesL_spline; ThrillLiftBottomL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track3\Track3.unique.ovl,spl,454,"InvmedslopechainL_spline; InvstraightbrakesL_spline; ThrillLiftBottomL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track30\Track30.common.ovl,spl,68,"45Medslope2StraightL_spline; 45SteepslopeR_spline; 45Straight2MedslopeL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track30\Track30.unique.ovl,spl,68,"45Medslope2StraightL_spline; 45SteepslopeR_spline; 45Straight2MedslopeL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track31\Track31.common.ovl,spl,70,"Helixlargedownleftl_spline; Tiltleftl_spline; Tiltright2straightR_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track31\Track31.unique.ovl,spl,70,"Helixlargedownleftl_spline; Tiltleftl_spline; Tiltright2straightR_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track32\Track32.common.ovl,spl,198,"InvStraightBrakesL_spline; InvtiltedloosecurverightR_spline; InvSteepSlopeMedCurveRightR_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track32\Track32.unique.ovl,spl,198,"InvStraightBrakesL_spline; InvtiltedloosecurverightR_spline; InvSteepSlopeMedCurveRightR_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track33\Track33_CT.common.ovl,spl,116,"InvStraightBrakesL_spline; VerticalChainSmallLeftL_spline; invhalfloopsmallR_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track33\Track33_CT.unique.ovl,spl,116,"InvStraightBrakesL_spline; VerticalChainSmallLeftL_spline; invhalfloopsmallR_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track34\Track34.common.ovl,spl,788,"StraightblockbrakesjoinedL_Spline; Medslope2medslopetiltright_rL_Spline; Stationmiddlejoined_rR_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track34\Track34.unique.ovl,spl,788,"StraightblockbrakesjoinedL_Spline; Medslope2medslopetiltright_rL_Spline; Stationmiddlejoined_rR_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track35\Track35.common.ovl,spl,86,"VerticalTowerDownR_Spline; SmallLoopRightR_Spline; HelixLargeLeftR_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track35\Track35.unique.ovl,spl,86,"VerticalTowerDownR_Spline; SmallLoopRightR_Spline; HelixLargeLeftR_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track36\Track36.common.ovl,spl,170,"SteepslopemedcurverightR_spline; Medslopetiltleft2straighttiltleftR_Spline; 45medslope2straightL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track36\Track36.unique.ovl,spl,170,"SteepslopemedcurverightR_spline; Medslopetiltleft2straighttiltleftR_Spline; 45medslope2straightL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track4\Track4.common.ovl,spl,108,"MedcurvecappedL_spline; MedcurvecappedL_waterSpline; MedcurvecappedR_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track4\Track4.unique.ovl,spl,108,"MedcurvecappedL_spline; MedcurvecappedL_waterSpline; MedcurvecappedR_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track5\Track5.common.ovl,spl,680,"InvmedslopechainL_Spline; 45inlinetwistrightl_spline; InvstraightbrakesL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track5\Track5.unique.ovl,spl,680,"InvmedslopechainL_Spline; 45inlinetwistrightl_spline; InvstraightbrakesL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track59\Track59.common.ovl,spl,290,"Tiltedmedslopeloosecurverightl_spline; Medslopeoverbankedcurverightr_spline; Tilt90r_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track59\Track59.unique.ovl,spl,290,"Tiltedmedslopeloosecurverightl_spline; Medslopeoverbankedcurverightr_spline; Tilt90r_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track6\Track6.common.ovl,spl,210,"45medslope2steepslopeL_Spline; 45medslope2steepslopeR_Spline; 45medslope2straightchainL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track6\Track6.unique.ovl,spl,210,"45medslope2steepslopeL_Spline; 45medslope2steepslopeR_Spline; 45medslope2straightchainL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track60\Track60.common.ovl,spl,90,"InvstraightbrakesL_Spline; Vertical2InvStraightL_Spline; Invsteepslope2verticalL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track60\Track60.unique.ovl,spl,90,"InvstraightbrakesL_Spline; Vertical2InvStraightL_Spline; Invsteepslope2verticalL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track7\Track7.common.ovl,spl,38,"InlinetwistleftL_spline; InlinetwistleftR_spline; InlinetwistrightL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track7\Track7.unique.ovl,spl,38,"InlinetwistleftL_spline; InlinetwistleftR_spline; InlinetwistrightL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track8\Track8.common.ovl,spl,140,"BarrelrollleftL_Spline; BarrelrollleftR_Spline; BarrelrollrightL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track8\Track8.unique.ovl,spl,140,"BarrelrollleftL_Spline; BarrelrollleftR_Spline; BarrelrollrightL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track9\Track9_CT.common.ovl,spl,62,"45Medslope2StraightL_spline; 45SteepslopeR_spline; 45Straight2MedslopeL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track9\Track9_CT.unique.ovl,spl,62,"45Medslope2StraightL_spline; 45SteepslopeR_spline; 45Straight2MedslopeL_spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track9\Track9.common.ovl,spl,70,"Invmedslope2steepslopeL_Spline; Invmedslope2steepslopeR_Spline; Invmedslope2straightL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Track9\Track9.unique.ovl,spl,70,"Invmedslope2steepslopeL_Spline; Invmedslope2steepslopeR_Spline; Invmedslope2straightL_Spline"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Twister\Twister.common.ovl,spl,2,"carcar; tracktrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\Twister\Twister.unique.ovl,spl,2,"carcar; tracktrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\VerticalDrop\VerticalDrop.common.ovl,spl,2,"carcar; tracktrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\VerticalDrop\VerticalDrop.unique.ovl,spl,2,"carcar; tracktrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\VirginiaReel\VirginiaReel.common.ovl,spl,2,"TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\VirginiaReel\VirginiaReel.unique.ovl,spl,2,"TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WaterCoaster\WaterCoaster.common.ovl,spl,3,"TRACKBIGTrackBig; TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WaterCoaster\WaterCoaster.unique.ovl,spl,3,"TRACKBIGTrackBig; TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WildMouse\WildMouse.common.ovl,spl,2,"tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WildMouse\WildMouse.unique.ovl,spl,2,"tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WoodenRC\WoodenRC.common.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WoodenRC\WoodenRC.unique.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WoodenWildMine\WoodenWildMine.common.ovl,spl,2,"CARCar; TRACKTrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WoodenWildMine\WoodenWildMine.unique.ovl,spl,2,"CARCar; TRACKTrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WoodenWildMouse\WoodenWildMouse.common.ovl,spl,2,"CARCar; TRACKTrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\coasters\WoodenWildMouse\WoodenWildMouse.unique.ovl,spl,2,"CARCar; TRACKTrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\AirBoat\AirBoat.common.ovl,spl,2,"trackTrack; carCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\AirBoat\AirBoat.unique.ovl,spl,2,"trackTrack; carCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\BodySlide\BodySlide.common.ovl,spl,2,"tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\BodySlide\BodySlide.unique.ovl,spl,2,"tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\BumperBoats\BumperBoats.common.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\BumperBoats\BumperBoats.unique.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Canoes\Canoes.common.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Canoes\Canoes.unique.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Car\Car.common.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Car\Car.unique.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Chair\Chair.common.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Chair\Chair.unique.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\CheshireCats\CheshireCats.common.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\CheshireCats\CheshireCats.unique.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\DDObservation\DDObservation.common.ovl,spl,4,"DDObservationLoop; DDObservationPath01; DDObservationPath02"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\DDObservation\DDObservation.unique.ovl,spl,4,"DDObservationLoop; DDObservationPath01; DDObservationPath02"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\ElephantTransport\ElephantTransport.common.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\ElephantTransport\ElephantTransport.unique.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Elevator\Elevator.common.ovl,spl,8,"ElevatorMechPath; ElevatorPath01; ElevatorPath02"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Elevator\Elevator.unique.ovl,spl,8,"ElevatorMechPath; ElevatorPath01; ElevatorPath02"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Ghost\Ghost.common.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Ghost\Ghost.unique.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\HauntedMansion\HauntedMansion.common.ovl,spl,3,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\HauntedMansion\HauntedMansion.unique.ovl,spl,3,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\HersheyTower\HersheyTower.common.ovl,spl,6,"HersheyMechPath; HersheyPath01; HersheyPath02"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\HersheyTower\HersheyTower.unique.ovl,spl,6,"HersheyMechPath; HersheyPath01; HersheyPath02"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\HoponTram\HoponTram.common.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\HoponTram\HoponTram.unique.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\JetSkis\JetSkis.common.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\JetSkis\JetSkis.unique.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Kart\Kart.common.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Kart\Kart.unique.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\LauncherFreeFall\LauncherFreeFall.common.ovl,spl,18,"LauncherFreeFallLoop; LauncherFreeFallMechPath; LauncherFreeFallPath01"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\LauncherFreeFall\LauncherFreeFall.unique.ovl,spl,18,"LauncherFreeFallLoop; LauncherFreeFallMechPath; LauncherFreeFallPath01"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\LazyRiver\LazyRiver.common.ovl,spl,3,"trackbigtrackbig; tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\LazyRiver\LazyRiver.unique.ovl,spl,3,"trackbigtrackbig; tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\LogFlume\LogFlume.common.ovl,spl,2,"TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\LogFlume\LogFlume.unique.ovl,spl,2,"TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MasterBlaster\MasterBlaster.common.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MasterBlaster\MasterBlaster.unique.ovl,spl,2,"TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MiniHeli\MiniHeli.common.ovl,spl,2,"CARCar; TRACKTrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MiniHeli\MiniHeli.unique.ovl,spl,2,"CARCar; TRACKTrack"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MiniSubs\MiniSubs.common.ovl,spl,2,"TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MiniSubs\MiniSubs.unique.ovl,spl,2,"TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MinRail\MinRail.common.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MinRail\MinRail.unique.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Mono\Mono.common.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Mono\Mono.unique.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MonsterTrucks\MonsterTrucks.common.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MonsterTrucks\MonsterTrucks.unique.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MotorBikes\MotorBikes.common.ovl,spl,2,"tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\MotorBikes\MotorBikes.unique.ovl,spl,2,"tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Observation\Observation.common.ovl,spl,6,"Observationloop; ObservationMechPath; Observationpath01"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Observation\Observation.unique.ovl,spl,6,"Observationloop; ObservationMechPath; Observationpath01"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\PaddleSteamer\PaddleSteamer.common.ovl,spl,2,"trackTrack; carCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\PaddleSteamer\PaddleSteamer.unique.ovl,spl,2,"trackTrack; carCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\ProSlide\ProSlide.common.ovl,spl,2,"tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\ProSlide\ProSlide.unique.ovl,spl,2,"tracktrack; carcar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\QuadBikes\QuadBikes.common.ovl,spl,3,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\QuadBikes\QuadBikes.unique.ovl,spl,3,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Rafts\Rafts.common.ovl,spl,2,"TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Rafts\Rafts.unique.ovl,spl,2,"TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Rapids\Rapids.common.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\Rapids\Rapids.unique.ovl,spl,3,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\RingSlide\RingSlide.common.ovl,spl,3,"TrackBigTrackBig; TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\RingSlide\RingSlide.unique.ovl,spl,3,"TrackBigTrackBig; TRACKTrack; CARCar"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\RotoDrop\RotoDrop.common.ovl,spl,18,"RotoDropLoop; RotoDropMechPath; RotoDropPath10"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\RotoDrop\RotoDrop.unique.ovl,spl,18,"RotoDropLoop; RotoDropMechPath; RotoDropPath10"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\RowingBoats\RowingBoats.common.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\RowingBoats\RowingBoats.unique.ovl,spl,2,"CARCAR; TRACKTRACK"
..\..\..\..\Steam\steamapps\common\RollerCoaster Tycoon 3 Complete Edition\tracks\TrackedRides\SafariTrain\SafariTrain.common.ovl,spl,2,"TRACKTrack; CARCar"
