file,spl_count,tks_count,spl_samples,tks_samples
tracks\coasters\Track8\Track8.common.ovl,140,70,"BarrelrollleftL_Spline; BarrelrollleftR_Spline; BarrelrollrightL_Spline","Barrelrollleft; Barrelrollright; Invmedcurve"
tracks\coasters\Track8\Track8.unique.ovl,140,70,"BarrelrollleftL_Spline; BarrelrollleftR_Spline; BarrelrollrightL_Spline","Barrelrollleft; Barrelrollright; Invmedcurve"
tracks\coasters\Track9\Track9_CT.common.ovl,62,31,"45Medslope2StraightL_spline; 45SteepslopeR_spline; 45Straight2MedslopeL_spline","45medslopeZeroGRollRight; 45Straight2TiltRight; 45Steepslope2Vertical"
tracks\coasters\Track9\Track9_CT.unique.ovl,62,31,"45Medslope2StraightL_spline; 45SteepslopeR_spline; 45Straight2MedslopeL_spline","45medslopeZeroGRollRight; 45Straight2TiltRight; 45Steepslope2Vertical"
tracks\coasters\Track9\Track9.common.ovl,70,35,"Invmedslope2steepslopeL_Spline; Invmedslope2steepslopeR_Spline; Invmedslope2straightL_Spline","Invmedslope2steepslope; Invmedslope2straight; Invmedslope"
tracks\coasters\Track9\Track9.unique.ovl,70,35,"Invmedslope2steepslopeL_Spline; Invmedslope2steepslopeR_Spline; Invmedslope2straightL_Spline","Invmedslope2steepslope; Invmedslope2straight; Invmedslope"
tracks\coasters\Twister\Twister.common.ovl,2,0,"carcar; tracktrack",""
tracks\coasters\Twister\Twister.unique.ovl,2,0,"carcar; tracktrack",""
tracks\coasters\VerticalDrop\VerticalDrop.common.ovl,2,0,"carcar; tracktrack",""
tracks\coasters\VerticalDrop\VerticalDrop.unique.ovl,2,0,"carcar; tracktrack",""
tracks\coasters\VirginiaReel\VirginiaReel.common.ovl,2,0,"TRACKTrack; CARCar",""
tracks\coasters\VirginiaReel\VirginiaReel.unique.ovl,2,0,"TRACKTrack; CARCar",""
tracks\coasters\WaterCoaster\WaterCoaster.common.ovl,3,0,"TRACKBIGTrackBig; TRACKTrack; CARCar",""
tracks\coasters\WaterCoaster\WaterCoaster.unique.ovl,3,0,"TRACKBIGTrackBig; TRACKTrack; CARCar",""
tracks\coasters\WildMouse\WildMouse.common.ovl,2,0,"tracktrack; carcar",""
tracks\coasters\WildMouse\WildMouse.unique.ovl,2,0,"tracktrack; carcar",""
tracks\coasters\WoodenRC\WoodenRC.common.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\coasters\WoodenRC\WoodenRC.unique.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\coasters\WoodenWildMine\WoodenWildMine.common.ovl,2,0,"CARCar; TRACKTrack",""
tracks\coasters\WoodenWildMine\WoodenWildMine.unique.ovl,2,0,"CARCar; TRACKTrack",""
tracks\coasters\WoodenWildMouse\WoodenWildMouse.common.ovl,2,0,"CARCar; TRACKTrack",""
tracks\coasters\WoodenWildMouse\WoodenWildMouse.unique.ovl,2,0,"CARCar; TRACKTrack",""
tracks\TrackedRides\AirBoat\AirBoat.common.ovl,2,0,"trackTrack; carCar",""
tracks\TrackedRides\AirBoat\AirBoat.unique.ovl,2,0,"trackTrack; carCar",""
tracks\TrackedRides\BodySlide\BodySlide.common.ovl,2,0,"tracktrack; carcar",""
tracks\TrackedRides\BodySlide\BodySlide.unique.ovl,2,0,"tracktrack; carcar",""
tracks\TrackedRides\BumperBoats\BumperBoats.common.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\BumperBoats\BumperBoats.unique.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\Canoes\Canoes.common.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\Canoes\Canoes.unique.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\Car\Car.common.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\Car\Car.unique.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\Chair\Chair.common.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\TrackedRides\Chair\Chair.unique.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\TrackedRides\CheshireCats\CheshireCats.common.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\CheshireCats\CheshireCats.unique.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\DDObservation\DDObservation.common.ovl,4,0,"DDObservationLoop; DDObservationPath01; DDObservationPath02",""
tracks\TrackedRides\DDObservation\DDObservation.unique.ovl,4,0,"DDObservationLoop; DDObservationPath01; DDObservationPath02",""
tracks\TrackedRides\ElephantTransport\ElephantTransport.common.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\TrackedRides\ElephantTransport\ElephantTransport.unique.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\TrackedRides\Elevator\Elevator.common.ovl,8,0,"ElevatorMechPath; ElevatorPath01; ElevatorPath02",""
tracks\TrackedRides\Elevator\Elevator.unique.ovl,8,0,"ElevatorMechPath; ElevatorPath01; ElevatorPath02",""
tracks\TrackedRides\Ghost\Ghost.common.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\Ghost\Ghost.unique.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\HauntedMansion\HauntedMansion.common.ovl,3,0,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR",""
tracks\TrackedRides\HauntedMansion\HauntedMansion.unique.ovl,3,0,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR",""
tracks\TrackedRides\HersheyTower\HersheyTower.common.ovl,6,0,"HersheyMechPath; HersheyPath01; HersheyPath02",""
tracks\TrackedRides\HersheyTower\HersheyTower.unique.ovl,6,0,"HersheyMechPath; HersheyPath01; HersheyPath02",""
tracks\TrackedRides\HoponTram\HoponTram.common.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\TrackedRides\HoponTram\HoponTram.unique.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\TrackedRides\JetSkis\JetSkis.common.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\JetSkis\JetSkis.unique.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\Kart\Kart.common.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\Kart\Kart.unique.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\LauncherFreeFall\LauncherFreeFall.common.ovl,18,0,"LauncherFreeFallLoop; LauncherFreeFallMechPath; LauncherFreeFallPath01",""
tracks\TrackedRides\LauncherFreeFall\LauncherFreeFall.unique.ovl,18,0,"LauncherFreeFallLoop; LauncherFreeFallMechPath; LauncherFreeFallPath01",""
tracks\TrackedRides\LazyRiver\LazyRiver.common.ovl,3,0,"trackbigtrackbig; tracktrack; carcar",""
tracks\TrackedRides\LazyRiver\LazyRiver.unique.ovl,3,0,"trackbigtrackbig; tracktrack; carcar",""
tracks\TrackedRides\LogFlume\LogFlume.common.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\LogFlume\LogFlume.unique.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\MasterBlaster\MasterBlaster.common.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\TrackedRides\MasterBlaster\MasterBlaster.unique.ovl,2,0,"TRACKTRACK; CARCAR",""
tracks\TrackedRides\MiniHeli\MiniHeli.common.ovl,2,0,"CARCar; TRACKTrack",""
tracks\TrackedRides\MiniHeli\MiniHeli.unique.ovl,2,0,"CARCar; TRACKTrack",""
tracks\TrackedRides\MiniSubs\MiniSubs.common.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\MiniSubs\MiniSubs.unique.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\MinRail\MinRail.common.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\MinRail\MinRail.unique.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\Mono\Mono.common.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\Mono\Mono.unique.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\MonsterTrucks\MonsterTrucks.common.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\MonsterTrucks\MonsterTrucks.unique.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\MotorBikes\MotorBikes.common.ovl,2,0,"tracktrack; carcar",""
tracks\TrackedRides\MotorBikes\MotorBikes.unique.ovl,2,0,"tracktrack; carcar",""
tracks\TrackedRides\Observation\Observation.common.ovl,6,0,"Observationloop; ObservationMechPath; Observationpath01",""
tracks\TrackedRides\Observation\Observation.unique.ovl,6,0,"Observationloop; ObservationMechPath; Observationpath01",""
tracks\TrackedRides\PaddleSteamer\PaddleSteamer.common.ovl,2,0,"trackTrack; carCar",""
tracks\TrackedRides\PaddleSteamer\PaddleSteamer.unique.ovl,2,0,"trackTrack; carCar",""
tracks\TrackedRides\ProSlide\ProSlide.common.ovl,2,0,"tracktrack; carcar",""
tracks\TrackedRides\ProSlide\ProSlide.unique.ovl,2,0,"tracktrack; carcar",""
tracks\TrackedRides\QuadBikes\QuadBikes.common.ovl,3,0,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR",""
tracks\TrackedRides\QuadBikes\QuadBikes.unique.ovl,3,0,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR",""
tracks\TrackedRides\Rafts\Rafts.common.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\Rafts\Rafts.unique.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\Rapids\Rapids.common.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\Rapids\Rapids.unique.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
tracks\TrackedRides\RingSlide\RingSlide.common.ovl,3,0,"TrackBigTrackBig; TRACKTrack; CARCar",""
tracks\TrackedRides\RingSlide\RingSlide.unique.ovl,3,0,"TrackBigTrackBig; TRACKTrack; CARCar",""
tracks\TrackedRides\RotoDrop\RotoDrop.common.ovl,18,0,"RotoDropLoop; RotoDropMechPath; RotoDropPath10",""
tracks\TrackedRides\RotoDrop\RotoDrop.unique.ovl,18,0,"RotoDropLoop; RotoDropMechPath; RotoDropPath10",""
tracks\TrackedRides\RowingBoats\RowingBoats.common.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\RowingBoats\RowingBoats.unique.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\SafariTrain\SafariTrain.common.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\SafariTrain\SafariTrain.unique.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\SafariTransport\SafariTransport.common.ovl,2,0,"TRACKTrack; CARCAR",""
tracks\TrackedRides\SafariTransport\SafariTransport.unique.ovl,2,0,"TRACKTrack; CARCAR",""
tracks\TrackedRides\Soapbox\Soapbox.common.ovl,2,0,"carcar; tracktrack",""
tracks\TrackedRides\Soapbox\Soapbox.unique.ovl,2,0,"carcar; tracktrack",""
tracks\TrackedRides\SplashBoats\SplashBoats.common.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\SplashBoats\SplashBoats.unique.ovl,2,0,"TRACKTrack; CARCar",""
tracks\TrackedRides\SqueakyCycles\SqueakyCycles.common.ovl,2,0,"carcar; tracktrack",""
tracks\TrackedRides\SqueakyCycles\SqueakyCycles.unique.ovl,2,0,"carcar; tracktrack",""
tracks\TrackedRides\SteepleChase\SteepleChase.common.ovl,2,0,"carcar; tracktrack",""
tracks\TrackedRides\SteepleChase\SteepleChase.unique.ovl,2,0,"carcar; tracktrack",""
tracks\TrackedRides\SuspendedMono\SuspendedMono.common.ovl,2,0,"CARCar; TRACKTrack",""
tracks\TrackedRides\SuspendedMono\SuspendedMono.unique.ovl,2,0,"CARCar; TRACKTrack",""
tracks\TrackedRides\SwanBoats\SwanBoats.common.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\SwanBoats\SwanBoats.unique.ovl,2,0,"CARCAR; TRACKTRACK",""
tracks\TrackedRides\TourBoats\TourBoats.common.ovl,2,0,"trackTrack; carCar",""
tracks\TrackedRides\TourBoats\TourBoats.unique.ovl,2,0,"trackTrack; carCar",""
tracks\TrackedRides\TrackBased01\TrackBased01.common.ovl,50,25,"45medslope2straightchainL_Spline; 45medslope2straightchainR_Spline; 45medslope2straightL_Spline","45medslope2straight; 45medslope2straightchain; 45medslope"
tracks\TrackedRides\TrackBased01\TrackBased01.unique.ovl,50,25,"45medslope2straightchainL_Spline; 45medslope2straightchainR_Spline; 45medslope2straightL_Spline","45medslope2straight; 45medslope2straightchain; 45medslope"
tracks\TrackedRides\TrackBased02\TrackBased02.common.ovl,24,12,"LogbumpsL_spline; LogbumpsR_spline; MedcurveL_spline","Logbumps; Medcurve; Medslope2steepslope"
tracks\TrackedRides\TrackBased02\TrackBased02.unique.ovl,24,12,"LogbumpsL_spline; LogbumpsR_spline; MedcurveL_spline","Logbumps; Medcurve; Medslope2steepslope"
tracks\TrackedRides\TrackBased03\TrackBased03.common.ovl,18,9,"MedcurveL_spline; MedcurveR_spline; Medslope2straightL_spline","Medcurve; Medslope2straight; Medslope"
tracks\TrackedRides\TrackBased03\TrackBased03.unique.ovl,18,9,"MedcurveL_spline; MedcurveR_spline; Medslope2straightL_spline","Medcurve; Medslope2straight; Medslope"
tracks\TrackedRides\TrackBased04\TrackBased04.common.ovl,16,8,"Medcurvel_spline; Medcurver_spline; Medslope2straightl_spline","Medcurve; Medslope2straight; Medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased04\TrackBased04.unique.ovl,16,8,"Medcurvel_spline; Medcurver_spline; Medslope2straightl_spline","Medcurve; Medslope2straight; Medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased05\TrackBased05.common.ovl,34,17,"medcurvecappedL_spline; medcurvecappedR_spline; MedcurveL_spline","Medcurve; medcurvecapped; Medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased05\TrackBased05.unique.ovl,34,17,"medcurvecappedL_spline; medcurvecappedR_spline; MedcurveL_spline","Medcurve; medcurvecapped; Medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased06\TrackBased06.common.ovl,30,15,"45medslope2straightL_spline; 45medslope2straightR_spline; 45medslopeL_spline","45medslope2straight; 45medslope; 45straight2medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased06\TrackBased06.unique.ovl,30,15,"45medslope2straightL_spline; 45medslope2straightR_spline; 45medslopeL_spline","45medslope2straight; 45medslope; 45straight2medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased07\TrackBased07.common.ovl,30,15,"45medslope2straightL_spline; 45medslope2straightR_spline; 45medslopeL_spline","45medslope2straight; 45medslope; 45straight2medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased07\TrackBased07.unique.ovl,30,15,"45medslope2straightL_spline; 45medslope2straightR_spline; 45medslopeL_spline","45medslope2straight; 45medslope; 45straight2medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased08\TrackBased08.common.ovl,30,15,"45medslope2straightl_spline; 45medslope2straightr_spline; 45medslopel_spline","45medslope2straight; 45medslope; 45straight2medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased08\TrackBased08.unique.ovl,30,15,"45medslope2straightl_spline; 45medslope2straightr_spline; 45medslopel_spline","45medslope2straight; 45medslope; 45straight2medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased09\TrackBased09.common.ovl,14,7,"StationmiddleL_spline; StraightL_spline; StationmiddleR_spline","Medslope2straight; Straight2medslope; Straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased09\TrackBased09.unique.ovl,14,7,"StationmiddleL_spline; StraightL_spline; StationmiddleR_spline","Medslope2straight; Straight2medslope; Straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased10\TrackBased10.common.ovl,178,39,"photosectionL_WaterSpline; LoosecurverightR_Waterspline; 45medslopedownL_WaterSpline","45steepslopedown; LogReverser; Medslopedown"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased10\TrackBased10.unique.ovl,178,39,"photosectionL_WaterSpline; LoosecurverightR_Waterspline; 45medslopedownL_WaterSpline","45steepslopedown; LogReverser; Medslopedown"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased11\TrackBased11.common.ovl,98,18,"MedcurveL_spline02; MedcurveL_spline; MedcurveL_WaterSpline","Medcurve; MedcurveRight; Medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased11\TrackBased11.unique.ovl,98,18,"MedcurveL_spline02; MedcurveL_spline; MedcurveL_WaterSpline","Medcurve; MedcurveRight; Medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased12\TrackBased12.common.ovl,172,38,"45LoosecurveleftL_Spline02; 45LoosecurveleftL_Spline; 45LoosecurveleftL_WaterSpline","45Loosecurveleft; 45Loosecurveright; 45medslope2steepslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased12\TrackBased12.unique.ovl,172,38,"45LoosecurveleftL_Spline02; 45LoosecurveleftL_Spline; 45LoosecurveleftL_WaterSpline","45Loosecurveleft; 45Loosecurveright; 45medslope2steepslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased13\TrackBased13.common.ovl,6,3,"StationmiddleL_spline; StationmiddleR_spline; StraightL_spline","Stationmiddle; Straight; Tightcurve"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased13\TrackBased13.unique.ovl,6,3,"StationmiddleL_spline; StationmiddleR_spline; StraightL_spline","Stationmiddle; Straight; Tightcurve"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased14\TrackBased14.common.ovl,30,15,"45medslope2straightL_spline; 45medslope2straightR_spline; 45medslopeL_spline","45medslope2straight; 45medslope; 45straight2medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased14\TrackBased14.unique.ovl,30,15,"45medslope2straightL_spline; 45medslope2straightR_spline; 45medslopeL_spline","45medslope2straight; 45medslope; 45straight2medslope"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased15\TrackBased15.common.ovl,206,12,"1mSlopetoStraightL_spline; 1mSlopetoStraightR_spline; 1mSlopetoStraightWalkOff","1mSlopetoStraight; 2mSlope; Hole01"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased15\TrackBased15.unique.ovl,206,12,"1mSlopetoStraightL_spline; 1mSlopetoStraightR_spline; 1mSlopetoStraightWalkOff","1mSlopetoStraight; 2mSlope; Hole01"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased16\TrackBased16.common.ovl,6,3,"ElevatorMidSecR_Spline; ElevatorBaseSecL_Spline; ElevatorTopSecL_Spline","ElevatorBaseSec; ElevatorTopSec; ElevatorMidSec"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased16\TrackBased16.unique.ovl,6,3,"ElevatorMidSecR_Spline; ElevatorBaseSecL_Spline; ElevatorTopSecL_Spline","ElevatorBaseSec; ElevatorTopSec; ElevatorMidSec"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased17\TrackBased17.common.ovl,6,3,"LauncherFFMidSecR_Spline; LauncherFFBaseSecL_Spline; LauncherFFBaseSecR_Spline","LauncherFFTopSec; LauncherFFBaseSec; LauncherFFMidSec"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased17\TrackBased17.unique.ovl,6,3,"LauncherFFMidSecR_Spline; LauncherFFBaseSecL_Spline; LauncherFFBaseSecR_Spline","LauncherFFTopSec; LauncherFFBaseSec; LauncherFFMidSec"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased18\TrackBased18.common.ovl,6,3,"RotoDropTopL_Spline; RotoDropBaseL_Spline; RotoDropTopR_Spline","RotoDropBase; RotoDropMidSec; RotoDropTop"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased18\TrackBased18.unique.ovl,6,3,"RotoDropTopL_Spline; RotoDropBaseL_Spline; RotoDropTopR_Spline","RotoDropBase; RotoDropMidSec; RotoDropTop"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased19\TrackBased19.common.ovl,6,3,"ObservationTopSecR_Spline; ObservationMidSecL_Spline; ObservationMidSecR_Spline","ObservationTopSec; ObservationMidSec; ObservationBaseSec"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased19\TrackBased19.unique.ovl,6,3,"ObservationTopSecR_Spline; ObservationMidSecL_Spline; ObservationMidSecR_Spline","ObservationTopSec; ObservationMidSec; ObservationBaseSec"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased20\TrackBased20.common.ovl,6,3,"DDOTopSecR_Spline; DDOMidSecL_Spline; DDOBaseSecL_Spline","DDOBaseSec; DDOTopSec; DDOMidSec"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased20\TrackBased20.unique.ovl,6,3,"DDOTopSecR_Spline; DDOMidSecL_Spline; DDOBaseSecL_Spline","DDOBaseSec; DDOTopSec; DDOMidSec"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased21\TrackBased21.common.ovl,550,126,"45StraightTiltLeft2StraightCappedR_WaterSpline; TiltedTightCurveCappedR_Spline; 45StraightCappedR_WaterSpline","HelixSmallUpRightCapped; TiltedLooseCurveRightCapped; MedSlopeChain"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased21\TrackBased21.unique.ovl,550,126,"45StraightTiltLeft2StraightCappedR_WaterSpline; TiltedTightCurveCappedR_Spline; 45StraightCappedR_WaterSpline","HelixSmallUpRightCapped; TiltedLooseCurveRightCapped; MedSlopeChain"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased22\TrackBased22.common.ovl,138,40,"Steepslopemedcurverightr_spline; Medslopemedcurveleftl_waterspline; SlideEndToLiftHillRightL_spline","Steepslopemedcurveright; Steepslopetightcurveleft; Medslopechain"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased22\TrackBased22.unique.ovl,138,40,"Steepslopemedcurverightr_spline; Medslopemedcurveleftl_waterspline; SlideEndToLiftHillRightL_spline","Steepslopemedcurveright; Steepslopetightcurveleft; Medslopechain"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased23\TrackBased23.common.ovl,432,112,"HelixLargeRightCappedR_waterSpline; 45StraightCappedR_waterSpline; HelixSmallLeftCappedL_waterSpline","Straight2SteepslopeDown; HelixSmallRightDownCapped; 45SteepslopeDown"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased23\TrackBased23.unique.ovl,432,112,"HelixLargeRightCappedR_waterSpline; 45StraightCappedR_waterSpline; HelixSmallLeftCappedL_waterSpline","Straight2SteepslopeDown; HelixSmallRightDownCapped; 45SteepslopeDown"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased24\TrackBased24.common.ovl,30,15,"45medslope2straightL_spline; 45straight2medslopeL_spline; StationmiddleL_spline","Medslope2straight; Loosecurveright; 45medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased24\TrackBased24.unique.ovl,30,15,"45medslope2straightL_spline; 45straight2medslopeL_spline; StationmiddleL_spline","Medslope2straight; Loosecurveright; 45medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased25\TrackBased25.common.ovl,228,57,"tightcurvewidecappedL_spline; straight2straightwidecappedL_waterspline; sbendWide2sbendleftcappedR_spline","medcurvewidecapped; medcurve2medcurvewideleftcapped; medcurvewide2medcurveleftcapped"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased25\TrackBased25.unique.ovl,228,57,"tightcurvewidecappedL_spline; straight2straightwidecappedL_waterspline; sbendWide2sbendleftcappedR_spline","medcurvewidecapped; medcurve2medcurvewideleftcapped; medcurvewide2medcurveleftcapped"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased27\TrackBased27.common.ovl,112,41,"WaterfallStartR_spline; Rapids02L_waterSpline; medslopetightcurveleftdownwideR_spline","medslopetightcurveleftdown; medcurvewide; WaterfallEnd"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased27\TrackBased27.unique.ovl,112,41,"WaterfallStartR_spline; Rapids02L_waterSpline; medslopetightcurveleftdownwideR_spline","medslopetightcurveleftdown; medcurvewide; WaterfallEnd"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased28\TrackBased28.common.ovl,2,1,"Stationmiddlel_spline; Stationmiddler_spline","Stationmiddle"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased28\TrackBased28.unique.ovl,2,1,"Stationmiddlel_spline; Stationmiddler_spline","Stationmiddle"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased29\TrackBased29.common.ovl,76,11,"PathStraightto1mSlopeL_spline; AquCircleStraightWalk03Stroke01; AquCircleStraightWalk03Stroke02","AquArchStraight; PathSlopeto1m; PathStraight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased29\TrackBased29.unique.ovl,76,11,"PathStraightto1mSlopeL_spline; AquCircleStraightWalk03Stroke01; AquCircleStraightWalk03Stroke02","AquArchStraight; PathSlopeto1m; PathStraight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased30\TrackBased30.common.ovl,44,6,"SlideBottomMechPath; SlideTop_flipL_Spline; SlideMiddleR_Spline","SlideMiddle; SlideBottom; SlideMiddle_flip"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased30\TrackBased30.unique.ovl,44,6,"SlideBottomMechPath; SlideTop_flipL_Spline; SlideMiddleR_Spline","SlideMiddle; SlideBottom; SlideMiddle_flip"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased31\TrackBased31.common.ovl,5,1,"SinkingShipPath01; SinkingShipPath02; SinkingShipL_Spline","SinkingShip"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased31\TrackBased31.unique.ovl,5,1,"SinkingShipPath01; SinkingShipPath02; SinkingShipL_Spline","SinkingShip"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased32\TrackBased32.common.ovl,6,3,"HersheyTowerTopL_Spline; HersheyTowerBaseL_Spline; HersheyTowerTopR_Spline","HersheyTowerTop; HersheyTowerBase; HersheyTowerMiddle"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased32\TrackBased32.unique.ovl,6,3,"HersheyTowerTopL_Spline; HersheyTowerBaseL_Spline; HersheyTowerTopR_Spline","HersheyTowerTop; HersheyTowerBase; HersheyTowerMiddle"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased33\TrackBased33.common.ovl,30,15,"45medslope2straightL_spline; 45straight2medslopeL_spline; StationmiddleL_spline","Medslope2straight; Loosecurveright; 45medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased33\TrackBased33.unique.ovl,30,15,"45medslope2straightL_spline; 45straight2medslopeL_spline; StationmiddleL_spline","Medslope2straight; Loosecurveright; 45medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased34\TrackBased34.common.ovl,23,1,"InsectHouseWalk01Stroke01; InsectHouseWalk01Stroke02; InsectHouseWalk01Stroke03","InsectHouse"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased34\TrackBased34.unique.ovl,23,1,"InsectHouseWalk01Stroke01; InsectHouseWalk01Stroke02; InsectHouseWalk01Stroke03","InsectHouse"
